"SampleIDNum","copies.ml"
34,7.54173349578938
35,2.85956428952958
36,16.4328594220143
37,14.985685438287
38,78.5093000502843
39,12.3840004197865
40,28.5744158952277
41,8.07854521994023
42,17.0763030436111
43,20.916689632461
44,13.4767244805476
45,9.96676021331534
46,135.700318732293
47,21.1267005507494
48,4.92428179879328
49,42.7281608643832
50,24.3222021198853
51,39.1081813184492
52,62.3190905622684
53,16.8527306655085
54,34.8012701070786
55,4.52462116143961
56,12.6532462701783
57,1.33204981668716
