Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
A1,STANDARD,23.532,"50000.00",entero,1,,,,1
A2,STANDARD,23.27,"50000.00",entero,1,,,,1
B1,STANDARD,25.186,"10000.00",entero,2,,,,1
B2,STANDARD,24.984,"10000.00",entero,2,,,,1
C1,STANDARD,26.548,"5000.00",entero,3,,,,1
C2,STANDARD,26.998,"5000.00",entero,3,,,,1
D1,STANDARD,28.493,"1000.00",entero,4,,,,1
D2,STANDARD,28.519,"1000.00",entero,4,,,,1
E1,STANDARD,30.077,500,entero,5,,,,1
E2,STANDARD,29.768,500,entero,5,,,,1
F1,STANDARD,32.207,100,entero,6,,,,1
F2,STANDARD,31.732,100,entero,6,,,,1
G1,STANDARD,33.535,50,entero,7,,,,1
G2,STANDARD,33.454,50,entero,7,,,,1
H1,STANDARD,35.752,10,entero,8,,,,1
H2,STANDARD,30.526,10,entero,8,,,,1
A3,UNKNOWN,31.784,,entero,34,8/9/18,15,525,1
A4,UNKNOWN,32.21,,entero,34,8/9/18,15,525,1
A5,UNKNOWN,35.589,,entero,34,8/9/18,15,525,10
A6,UNKNOWN,30.836,,entero,42,8/29/18,post 02,515,1
A7,UNKNOWN,31.12,,entero,42,8/29/18,post 02,515,1
A8,UNKNOWN,34.125,,entero,42,8/29/18,post 02,515,10
A9,UNKNOWN,30.164,,entero,50,9/15/18,5,465,1
A10,UNKNOWN,30.05,,entero,50,9/15/18,5,465,1
A11,UNKNOWN,35.609,,entero,50,9/15/18,5,465,10
B3,UNKNOWN,32.655,,entero,35,8/9/18,16,555,1
B4,UNKNOWN,33.898,,entero,35,8/9/18,16,555,1
B5,UNKNOWN,37.4,,entero,35,8/9/18,16,555,10
B6,UNKNOWN,30.537,,entero,43,8/29/18,post 03,520,1
B7,UNKNOWN,30.176,,entero,43,8/29/18,post 03,520,1
B8,UNKNOWN,34.627,,entero,43,8/29/18,post 03,520,10
B9,UNKNOWN,29.684,,entero,51,9/15/18,6,430,1
B10,UNKNOWN,29.811,,entero,51,9/15/18,6,430,1
B11,UNKNOWN,33.872,,entero,51,9/15/18,6,430,10
C3,UNKNOWN,31.098,,entero,36,8/22/18,pre storm 01,530,1
C4,UNKNOWN,31.229,,entero,36,8/22/18,pre storm 01,530,1
C5,UNKNOWN,33.873,,entero,36,8/22/18,pre storm 01,530,10
C6,UNKNOWN,30.928,,entero,44,8/29/18,post 04,560,1
C7,UNKNOWN,30.908,,entero,44,8/29/18,post 04,560,1
C8,UNKNOWN,35.009,,entero,44,8/29/18,post 04,560,10
C9,UNKNOWN,29.432,,entero,52,9/15/18,7,355,1
C10,UNKNOWN,29.646,,entero,52,9/15/18,7,355,1
C11,UNKNOWN,32.97,,entero,52,9/15/18,7,355,10
D3,UNKNOWN,31.106,,entero,37,8/22/18,pre storm 02,470,1
D4,UNKNOWN,31.111,,entero,37,8/22/18,pre storm 02,470,1
D5,UNKNOWN,34.843,,entero,37,8/22/18,pre storm 02,470,10
D6,UNKNOWN,31.913,,entero,45,8/29/18,post 05,530,1
D7,UNKNOWN,31.101,,entero,45,8/29/18,post 05,530,1
D8,UNKNOWN,35.479,,entero,45,8/29/18,post 05,530,10
D9,UNKNOWN,30.882,,entero,53,9/15/18,8,525,1
D10,UNKNOWN,30.873,,entero,53,9/15/18,8,525,1
D11,UNKNOWN,34.278,,entero,53,9/15/18,8,525,10
E3,UNKNOWN,28.718,,entero,38,8/22/18,pre storm 03,475,1
