Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
A1,STANDARD,21.698,"50000.00",ecoli,1,,,,1
A2,STANDARD,21.476,"50000.00",ecoli,1,,,,1
B1,STANDARD,23.745,"10000.00",ecoli,2,,,,1
B2,STANDARD,23.441,"10000.00",ecoli,2,,,,1
C1,STANDARD,24.568,"5000.00",ecoli,3,,,,1
C2,STANDARD,24.365,"5000.00",ecoli,3,,,,1
D1,STANDARD,26.954,"1000.00",ecoli,4,,,,1
D2,STANDARD,26.813,"1000.00",ecoli,4,,,,1
E1,STANDARD,27.975,500,ecoli,5,,,,1
E2,STANDARD,27.865,500,ecoli,5,,,,1
F1,STANDARD,30.481,100,ecoli,6,,,,1
F2,STANDARD,30.426,100,ecoli,6,,,,1
G1,STANDARD,31.809,50,ecoli,7,,,,1
G2,STANDARD,31.679,50,ecoli,7,,,,1
H1,STANDARD,34.842,10,ecoli,8,,,,1
H2,STANDARD,33.942,10,ecoli,8,,,,1
A3,UNKNOWN,30.986,,ecoli,34,8/9/18,15,525,1
A4,UNKNOWN,30.993,,ecoli,34,8/9/18,15,525,1
A5,UNKNOWN,33.707,,ecoli,34,8/9/18,15,525,10
A6,UNKNOWN,30.903,,ecoli,42,8/29/18,post 02,515,1
A7,UNKNOWN,30.48,,ecoli,42,8/29/18,post 02,515,1
A8,UNKNOWN,33.55,,ecoli,42,8/29/18,post 02,515,10
A9,UNKNOWN,29.711,,ecoli,50,9/15/18,5,465,1
A10,UNKNOWN,29.762,,ecoli,50,9/15/18,5,465,1
A11,UNKNOWN,33.377,,ecoli,50,9/15/18,5,465,10
B3,UNKNOWN,33.415,,ecoli,35,8/9/18,16,555,1
B4,UNKNOWN,33.296,,ecoli,35,8/9/18,16,555,1
B5,UNKNOWN,35.948,,ecoli,35,8/9/18,16,555,10
B6,UNKNOWN,30.246,,ecoli,43,8/29/18,post 03,520,1
B7,UNKNOWN,30.723,,ecoli,43,8/29/18,post 03,520,1
B8,UNKNOWN,33.574,,ecoli,43,8/29/18,post 03,520,10
B9,UNKNOWN,29.293,,ecoli,51,9/15/18,6,430,1
B10,UNKNOWN,29.278,,ecoli,51,9/15/18,6,430,1
B11,UNKNOWN,32.698,,ecoli,51,9/15/18,6,430,10
C3,UNKNOWN,31.088,,ecoli,36,8/22/18,pre storm 01,530,1
C4,UNKNOWN,31.02,,ecoli,36,8/22/18,pre storm 01,530,1
C5,UNKNOWN,33.995,,ecoli,36,8/22/18,pre storm 01,530,10
C6,UNKNOWN,30.072,,ecoli,44,8/29/18,post 04,560,1
C7,UNKNOWN,30.471,,ecoli,44,8/29/18,post 04,560,1
C8,UNKNOWN,33.597,,ecoli,44,8/29/18,post 04,560,10
C9,UNKNOWN,31.159,,ecoli,52,9/15/18,7,355,1
C10,UNKNOWN,30.404,,ecoli,52,9/15/18,7,355,1
C11,UNKNOWN,33.926,,ecoli,52,9/15/18,7,355,10
D3,UNKNOWN,33.744,,ecoli,37,8/22/18,pre storm 02,470,1
D4,UNKNOWN,33.063,,ecoli,37,8/22/18,pre storm 02,470,1
D5,UNKNOWN,,,ecoli,37,8/22/18,pre storm 02,470,10
D6,UNKNOWN,29.325,,ecoli,45,8/29/18,post 05,530,1
D7,UNKNOWN,29.245,,ecoli,45,8/29/18,post 05,530,1
D8,UNKNOWN,33.727,,ecoli,45,8/29/18,post 05,530,10
D9,UNKNOWN,,,ecoli,53,9/15/18,8,525,1
D10,UNKNOWN,30.193,,ecoli,53,9/15/18,8,525,1
D11,UNKNOWN,34.306,,ecoli,53,9/15/18,8,525,10
E3,UNKNOWN,31.422,,ecoli,38,8/22/18,pre storm 03,475,1
E4,UNKNOWN,31.477,,ecoli,38,8/22/18,pre storm 03,475,1
E5,UNKNOWN,33.802,,ecoli,38,8/22/18,pre storm 03,475,10
E6,UNKNOWN,28.309,,ecoli,46,9/15/18,1,415,1
E7,UNKNOWN,28.272,,ecoli,46,9/15/18,1,415,1
E8,UNKNOWN,31.709,,ecoli,46,9/15/18,1,415,10
E9,UNKNOWN,28.557,,ecoli,54,9/15/18,9,570,1
E10,UNKNOWN,28.587,,ecoli,54,9/15/18,9,570,1
E11,UNKNOWN,31.787,,ecoli,54,9/15/18,9,570,10
F3,UNKNOWN,30.275,,ecoli,39,8/22/18,pre storm 04,360,1
F4,UNKNOWN,30.292,,ecoli,39,8/22/18,pre storm 04,360,1
F5,UNKNOWN,33.814,,ecoli,39,8/22/18,pre storm 04,360,10
F6,UNKNOWN,29.895,,ecoli,47,9/15/18,2,625,1
F7,UNKNOWN,30.038,,ecoli,47,9/15/18,2,625,1
F8,UNKNOWN,33.498,,ecoli,47,9/15/18,2,625,10
F9,UNKNOWN,33.586,,ecoli,55,9/15/18,10,460,1
F10,UNKNOWN,33.998,,ecoli,55,9/15/18,10,460,1
F11,UNKNOWN,36.955,,ecoli,55,9/15/18,10,460,10
G3,UNKNOWN,28.003,,ecoli,40,8/22/18,pre storm 05,533,1
G4,UNKNOWN,27.836,,ecoli,40,8/22/18,pre storm 05,533,1
G5,UNKNOWN,31.335,,ecoli,40,8/22/18,pre storm 05,533,10
G6,UNKNOWN,32.069,,ecoli,48,9/15/18,3,560,1
G7,UNKNOWN,31.969,,ecoli,48,9/15/18,3,560,1
G8,UNKNOWN,35.02,,ecoli,48,9/15/18,3,560,10
G9,UNKNOWN,29.162,,ecoli,56,9/15/18,11,475,1
G10,UNKNOWN,29.224,,ecoli,56,9/15/18,11,475,1
G11,UNKNOWN,32.855,,ecoli,56,9/15/18,11,475,10
