"SampleIDNum","copies.ml"
138,0.00801250597283061
139,0.0976213188938353
140,1.3328571969292
141,0.0371261567301168
142,4.61483295337593
143,3.63641565849253
144,0.0397640528473459
145,0.0993850107659055
146,2.41384258742699
147,0.250245344850826
148,0.158169441183
149,1.23330121340739
150,0.187268672858349
151,0.310365852888589
152,2.88431747370843
153,0.4958301939504
154,0.772184945616979
155,0.72274476669552
156,0.0998698699644239
157,0.0897563595663317
158,0.299188732853426
159,0.130055340784907
160,0.119878208066108
161,0.0703407406084841
