"SampleIDNum","copies.ml"
138,0.0184281863228549
139,
140,0.284226673183842
141,0.0931342026559519
142,0.746716279764952
143,0.439954065975251
144,0.28043324630303
145,0.656016959035029
146,0.797654631027279
147,0.783372017621915
148,0.470450519479045
149,1.2864141580649
150,4.11436989621463
151,1.20192310481844
152,3.24322698048296
153,0.258220813206446
154,1.310011654108
155,1.37533394410794
156,0.808089535212484
157,0.400590683161936
158,0.118353578431644
159,0.64776981566585
160,0.691964702019139
161,1.12442533892081
