"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml"
"A3","UNKNOWN",33.443,,"genbac",138,"1/20/19","S1-B",415,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,1.57399460653926,37.4968345521317,3,12.4989448507106,110,1374.88393357816,3.31297333392328
"A4","UNKNOWN",32.949,,"genbac",138,"1/20/19","S1-B",415,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,1.71567393657073,51.9605735887632,3,17.3201911962544,110,1905.22103158798,4.59089405201924
"A5","UNKNOWN",37.048,,"genbac",138,"1/20/19","S1-B",415,10,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,0.540079657625357,3.46800454224781,3,11.560015140826,110,1271.60166549086,3.06410039877316
"A6","UNKNOWN",26.208,,"genbac",146,"1/20/19","S3-S",340,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,3.6489945109476,4456.50615779212,3,1485.50205259737,110,163405.225785711,480.603605252091
"A7","UNKNOWN",26.493,,"genbac",146,"1/20/19","S3-S",340,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,3.56725643592944,3691.9553146485,3,1230.6517715495,110,135371.694870445,398.152043736603
"A8","UNKNOWN",30.266,,"genbac",146,"1/20/19","S3-S",340,10,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,2.48515904279431,305.604005942648,3,1018.68001980883,110,112054.802178971,329.572947585209
"A9","UNKNOWN",30.29,,"genbac",154,"1/20/19","S6-M",305,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,2.47827583647699,300.798617924508,3,100.266205974836,110,11029.282657232,36.1615824827277
"A10","UNKNOWN",30.485,,"genbac",154,"1/20/19","S6-M",305,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,2.42234978514878,264.453783721846,3,88.1512612406152,110,9696.63873646768,31.792258152353
"A11","UNKNOWN",33.743,,"genbac",154,"1/20/19","S6-M",305,10,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,1.48795452757277,30.7577475155144,3,102.525825051715,110,11277.8407556886,36.9765270678315
"B3","UNKNOWN",34.667,,"genbac",139,"1/20/19","S1-M",375,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,1.22295108435601,16.7090240590899,3,5.56967468636329,110,612.664215499962,1.63377124133323
"B4","UNKNOWN",34.034,,"genbac",139,"1/20/19","S1-M",375,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,1.40449565097529,25.3802357006983,3,8.46007856689942,110,930.608642358936,2.4816230462905
"B5","UNKNOWN",37.569,,"genbac",139,"1/20/19","S1-M",375,10,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,0.390656720486899,2.45842362346159,3,8.19474541153862,110,901.421995269249,2.40379198738466
"B6","UNKNOWN",31.123,,"genbac",147,"1/20/19","S4-B",315,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,2.23937121721339,173.528661626068,3,57.8428872086895,110,6362.71759295584,20.1991034697011
"B7","UNKNOWN",31.272,,"genbac",147,"1/20/19","S4-B",315,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,2.19663797799337,157.267136033925,3,52.422378677975,110,5766.46165457725,18.3062274748484
"B8","UNKNOWN",34.447,,"genbac",147,"1/20/19","S4-B",315,10,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,1.28604714226476,19.3217804177528,3,64.4059347258426,110,7084.65281984268,22.4909613328339
"B9","UNKNOWN",28.458,,"genbac",155,"1/20/19","S6-S",295,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,3.00369391869898,1008.54183719825,3,336.180612399417,110,36979.8673639359,125.355482589613
"B10","UNKNOWN",28.578,,"genbac",155,"1/20/19","S6-S",295,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,2.96927788711238,931.70384361092,3,310.567947870307,110,34162.4742657337,115.804997510962
"B11","UNKNOWN",32.301,,"genbac",155,"1/20/19","S6-S",295,10,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,1.90152050713833,79.7114128977292,3,265.704709659097,110,29227.5180625007,99.0763324152566
"C3","UNKNOWN",30.014,,"genbac",140,"1/20/19","S1-S",355,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,2.55743270912615,360.938084437347,3,120.312694812449,110,13234.3964293694,37.2799899418856
"C4","UNKNOWN",29.99,,"genbac",140,"1/20/19","S1-S",355,1,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,2.56431591544347,366.704226443628,3,122.234742147876,110,13445.8216362664,37.8755539049757
"C5","UNKNOWN",33.683,,"genbac",140,"1/20/19","S1-S",355,10,1,-3.48674714858022,38.9311212062314,0.995950068812862,93.5531587086023,1.50516254336607,32.0009258402089,3,106.669752800696,110,11733.6728080766,33.0525994593707
