"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml"
"A3","UNKNOWN",40.484,,"entero",138,"1/20/19","S1-B",415,"1",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,-0.983637414902785,0.103839499239038,3,0.0346131664130128,110,3.8074483054314,0.00917457422995519
"A4","UNKNOWN",38.851,,"entero",138,"1/20/19","S1-B",415,"1",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,-0.504029032021712,0.313307627523767,3,0.104435875841256,110,11.4879463425381,0.0276817984157545
"A5","UNKNOWN",,,"entero",138,"1/20/19","S1-B",415,"10",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,,,3,,110,,
"A6","UNKNOWN",34.274,,"entero",146,"1/20/19","S3-S",340,"1",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,0.840225449574535,6.92190205253368,3,2.30730068417789,110,253.803075259568,0.746479633116378
"A7","UNKNOWN",34.084,,"entero",146,"1/20/19","S3-S",340,"1",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,0.896028017086723,7.87096565015403,3,2.62365521671801,110,288.602073838981,0.84882962893818
"A8","UNKNOWN",,,"entero",146,"1/20/19","S3-S",340,"10",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,,,3,,110,,
"A9","UNKNOWN",35.983,,"entero",154,"1/20/19","S6-M",305,"1",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,0.338296039688587,2.17919472859307,3,0.726398242864356,110,79.9038067150792,0.261979694147801
"A10","UNKNOWN",34.553,,"entero",154,"1/20/19","S6-M",305,"1",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,0.758283784648743,5.73170440164931,3,1.9105681338831,110,210.162494727141,0.689057359761119
"A11","UNKNOWN",35.793,,"entero",154,"1/20/19","S6-M",305,"10",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,0.394098607200775,2.47798462381801,3,8.25994874606003,110,908.594362066603,2.97899790841509
"B3","UNKNOWN",,,"entero",139,"1/20/19","S1-M",375,"1",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,,,3,,110,,
"B4","UNKNOWN",,,"entero",139,"1/20/19","S1-M",375,"1",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,,,3,,110,,
"B5","UNKNOWN",,,"entero",139,"1/20/19","S1-M",375,"10",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,,,3,,110,,
"B6","UNKNOWN",34.467,,"entero",147,"1/20/19","S4-B",315,"1",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,0.783541788891102,6.07493714601761,3,2.02497904867254,110,222.747695353979,0.707135540806282
"B7","UNKNOWN",35.014,,"entero",147,"1/20/19","S4-B",315,"1",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,0.622889134000747,4.1965184226643,3,1.39883947422143,110,153.872342164358,0.488483625918596
"B8","UNKNOWN",37.147,,"entero",147,"1/20/19","S4-B",315,"10",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,-0.0035681107545048,0.991817779457381,3,3.30605926485794,110,363.666519134373,1.15449688614087
"B9","UNKNOWN",33.561,,"entero",155,"1/20/19","S6-S",295,"1",8,-3.40486125407222,37.1348510779417,0.996541517965163,96.651708435668,1.04963192660712,11.2106792373034,3,3.73689307910113,110,411.058238701124,1.39341775830889
