Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
C6,UNKNOWN,31.951,,ECOLI,68,10/13/18,11,470,1
C7,UNKNOWN,31.753,,ECOLI,68,10/13/18,11,470,1
C8,UNKNOWN,34.4,,ECOLI,68,10/13/18,11,470,10
C9,UNKNOWN,30.573,,ECOLI,97,11/24/18,7,555,1
C10,UNKNOWN,31.061,,ECOLI,97,11/24/18,7,555,1
C11,UNKNOWN,33.375,,ECOLI,97,11/24/18,7,555,10
D3,UNKNOWN,34.765,,ECOLI,61,10/13/18,4,590,1
D4,UNKNOWN,34.474,,ECOLI,61,10/13/18,4,590,1
D5,UNKNOWN,,,ECOLI,61,10/13/18,4,590,10
D6,UNKNOWN,28.82,,ECOLI,69,10/13/18,12,465,1
D7,UNKNOWN,28.967,,ECOLI,69,10/13/18,12,465,1
D8,UNKNOWN,32.372,,ECOLI,69,10/13/18,12,465,10
D9,UNKNOWN,29.693,,ECOLI,98,11/24/18,8,545,1
D10,UNKNOWN,29.701,,ECOLI,98,11/24/18,8,545,1
D11,UNKNOWN,32.785,,ECOLI,98,11/24/18,8,545,10
E3,UNKNOWN,30.72,,ECOLI,62,10/13/18,5,515,1
E4,UNKNOWN,30.403,,ECOLI,62,10/13/18,5,515,1
E5,UNKNOWN,34.732,,ECOLI,62,10/13/18,5,515,10
E6,UNKNOWN,28.423,,ECOLI,91,11/24/18,1,675,1
E7,UNKNOWN,28.455,,ECOLI,91,11/24/18,1,675,1
E8,UNKNOWN,31.082,,ECOLI,91,11/24/18,1,675,10
E9,UNKNOWN,31.017,,ECOLI,99,11/24/18,9,575,1
E10,UNKNOWN,30.99,,ECOLI,99,11/24/18,9,575,1
E11,UNKNOWN,35.465,,ECOLI,99,11/24/18,9,575,10
F3,UNKNOWN,29.306,,ECOLI,63,10/13/18,6,390,1
F4,UNKNOWN,29.575,,ECOLI,63,10/13/18,6,390,1
F5,UNKNOWN,32.218,,ECOLI,63,10/13/18,6,390,10
F6,UNKNOWN,31.753,,ECOLI,92,11/24/18,2,565,1
F7,UNKNOWN,31.744,,ECOLI,92,11/24/18,2,565,1
F8,UNKNOWN,34.367,,ECOLI,92,11/24/18,2,565,10
F9,UNKNOWN,32.465,,ECOLI,100,11/24/18,10,485,1
F10,UNKNOWN,32.977,,ECOLI,100,11/24/18,10,485,1
F11,UNKNOWN,35.892,,ECOLI,100,11/24/18,10,485,10
G3,UNKNOWN,31.225,,ECOLI,64,10/13/18,7,490,1
G4,UNKNOWN,31.499,,ECOLI,64,10/13/18,7,490,1
G5,UNKNOWN,34.959,,ECOLI,64,10/13/18,7,490,10
G6,UNKNOWN,34.272,,ECOLI,93,11/24/18,3,595,1
G7,UNKNOWN,33.665,,ECOLI,93,11/24/18,3,595,1
G8,UNKNOWN,36.467,,ECOLI,93,11/24/18,3,595,10
G9,UNKNOWN,29.438,,ECOLI,101,11/24/18,11,485,1
G10,UNKNOWN,29.107,,ECOLI,101,11/24/18,11,485,1
G11,UNKNOWN,33.359,,ECOLI,101,11/24/18,11,485,10
H3,UNKNOWN,30.425,,ECOLI,65,10/13/18,8,495,1
H4,UNKNOWN,30.262,,ECOLI,65,10/13/18,8,495,1
H5,UNKNOWN,33.02,,ECOLI,65,10/13/18,8,495,10
H6,UNKNOWN,32.468,,ECOLI,94,11/24/18,4,565,1
H7,UNKNOWN,32.781,,ECOLI,94,11/24/18,4,565,1
H8,UNKNOWN,35.608,,ECOLI,94,11/24/18,4,565,10
H9,UNKNOWN,,,ECOLI,blank3,,,,1
H10,UNKNOWN,,,ECOLI,blank3,,,,1
H11,UNKNOWN,,,ECOLI,blank3,,,,1
