"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml"
"A3","UNKNOWN",25.597,,"genbac",58,"10/13/18",1,695,"1",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,4.08741973021053,12229.8105699122,3,4076.60352330405,110,448426.387563446,645.217823832296
"A4","UNKNOWN",25.454,,"genbac",58,"10/13/18",1,695,"1",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,4.12976759603436,13482.4120532275,3,4494.13735107583,110,494355.108618341,711.302314558764
"A5","UNKNOWN",29.919,,"genbac",58,"10/13/18",1,695,"10",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,2.80750730999648,641.959026800132,3,2139.86342266711,110,235384.976493382,338.683419414938
"A6","UNKNOWN",26.653,,"genbac",66,"10/13/18",9,500,"1",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,3.77469702874222,5952.46744342443,3,1984.15581447481,110,218257.139592229,436.514279184458
"A7","UNKNOWN",26.892,,"genbac",66,"10/13/18",9,500,"1",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,3.70391982642127,5057.31292107711,3,1685.77097369237,110,185434.807106161,370.869614212321
"A8","UNKNOWN",30.925,,"genbac",66,"10/13/18",9,500,"10",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,2.50959155462042,323.289466553685,3,1077.63155517895,110,118539.471069684,237.078942139369
"A9","UNKNOWN",26.172,,"genbac",95,"11/24/18",5,515,"1",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,3.91713985014966,8263.03990564632,3,2754.34663521544,110,302978.129873699,588.307048298444
"A10","UNKNOWN",26.311,,"genbac",95,"11/24/18",5,515,"1",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,3.87597654001321,7515.82293486416,3,2505.27431162139,110,275580.174278352,535.107134521073
"A11","UNKNOWN",30.209,,"genbac",95,"11/24/18",5,515,"10",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,2.72162702266143,526.777264435235,3,1755.92421478412,110,193151.663626253,375.051774031559
"B3","UNKNOWN",27.278,,"genbac",59,"10/13/18",2,615,"1",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,3.5896102025891,3886.96117407339,3,1295.65372469113,110,142521.909716024,231.742942627682
"B4","UNKNOWN",27.41,,"genbac",59,"10/13/18",2,615,"1",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,3.55051986490556,3552.38366939339,3,1184.1278897978,110,130254.067877758,211.795232321557
"B5","UNKNOWN",31.751,,"genbac",59,"10/13/18",2,615,"10",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,2.26498080517646,184.069064535137,3,613.563548450456,110,67491.9903295501,109.743073706586
"B6","UNKNOWN",28.549,,"genbac",67,"10/13/18",10,465,"1",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,3.21321763292412,1633.87050523398,3,544.623501744661,110,59908.5851919127,128.835667079382
"B7","UNKNOWN",28.648,,"genbac",67,"10/13/18",10,465,"1",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,3.18389987966146,1527.21394047119,3,509.071313490398,110,55997.8444839438,120.425472008481
"B8","UNKNOWN",33.51,,"genbac",67,"10/13/18",10,465,"10",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,1.74407244165112,55.4718233943479,3,184.90607798116,110,20339.6685779276,43.7412227482313
"B9","UNKNOWN",27.085,,"genbac",96,"11/24/18",6,505,"1",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,3.64676501450518,4433.68683708788,3,1477.89561236263,110,162568.517359889,321.917856158196
"B10","UNKNOWN",27.246,,"genbac",96,"11/24/18",6,505,"1",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,3.59908664808814,3972.70802886847,3,1324.23600962282,110,145665.96105851,288.447447640615
"B11","UNKNOWN",31.415,,"genbac",96,"11/24/18",6,505,"10",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,2.36448348291637,231.46401539688,3,771.546717989601,110,84870.1389788561,168.05968114625
"C3","UNKNOWN",27.831,,"genbac",60,"10/13/18",3,575,"1",3,-3.37679354598121,39.3993725646912,0.990891682445598,97.7602133068929,3.42584537880882,2665.90935596558,3,888.636451988528,110,97750.009718738,170.000016902153
