"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml"
"A3","UNKNOWN",30.522,,"entero",58,"10/13/18",1,695,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.53417363010406,342.116192575791,3,114.038730858597,110,12544.2603944457,18.0492955315765
"A4","UNKNOWN",30.802,,"entero",58,"10/13/18",1,695,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.45297601288002,283.776228773414,3,94.5920762578048,110,10405.1283883585,14.9714077530338
"A5","UNKNOWN",35.125,,"entero",58,"10/13/18",1,695,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.19934280123897,15.8249665696014,3,52.7498885653381,110,5802.48774218719,8.34890322616861
"A6","UNKNOWN",31.3,,"entero",66,"10/13/18",9,500,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.30856025081728,203.498049447158,3,67.8326831490527,110,7461.59514639579,14.9231902927916
"A7","UNKNOWN",31.708,,"entero",66,"10/13/18",9,500,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.19024372286226,154.968604731899,3,51.6562015772997,110,5682.18217350297,11.3643643470059
"A8","UNKNOWN",35.578,,"entero",66,"10/13/18",9,500,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.06797665623009,11.6943653092808,3,38.9812176976026,110,4287.93394673629,8.57586789347258
"A9","UNKNOWN",31.968,,"entero",95,"11/24/18",5,515,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.11484593543994,130.270456624974,3,43.4234855416581,110,4776.5834095824,9.27491924190756
"A10","UNKNOWN",32.526,,"entero",95,"11/24/18",5,515,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.95303068397205,89.7492202289662,3,29.9164067429887,110,3290.80474172876,6.38991211986167
"A11","UNKNOWN",35.353,,"entero",95,"11/24/18",5,515,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.1332247414994,13.5901653726266,3,45.3005512420887,110,4983.06063662976,9.67584589636846
"B3","UNKNOWN",31.626,,"entero",59,"10/13/18",2,615,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.2140230250493,163.690330305119,3,54.5634434350396,110,6001.97877785435,9.75931508594204
"B4","UNKNOWN",31.574,,"entero",59,"10/13/18",2,615,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.22910258253376,169.473805879923,3,56.491268626641,110,6214.03954893051,10.1041293478545
"B5","UNKNOWN",36.975,,"entero",59,"10/13/18",2,615,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,0.662858544580177,4.60106686378546,3,15.3368895459515,110,1687.05785005467,2.74318349602385
"B6","UNKNOWN",31.603,,"entero",67,"10/13/18",10,465,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.22069282932127,166.223655681595,3,55.4078852271984,110,6094.86737499182,13.1072416666491
"B7","UNKNOWN",31.632,,"entero",67,"10/13/18",10,465,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.21228307610878,163.035836509923,3,54.3452788366409,110,5977.9806720305,12.8558724129688
"B8","UNKNOWN",35.035,,"entero",67,"10/13/18",10,465,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.22544203534669,16.8051361503008,3,56.0171205010027,110,6161.8832551103,13.2513618389469
"B9","UNKNOWN",32.294,,"entero",96,"11/24/18",6,505,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.02030870967196,104.787314334813,3,34.9291047782711,110,3842.20152560983,7.60831985269273
"B10","UNKNOWN",32.724,,"entero",96,"11/24/18",6,505,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.89561236893505,78.6343622619078,3,26.2114540873026,110,2883.25994960328,5.70942564277878
"B11","UNKNOWN",36.758,,"entero",96,"11/24/18",6,505,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,0.725786697928802,5.3184698050181,3,17.7282326833937,110,1950.1055951733,3.86159523796694
"C3","UNKNOWN",33.489,,"entero",60,"10/13/18",3,575,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.67376887901939,47.1811887607404,3,15.7270629202468,110,1729.97692122715,3.00865551517765
"C4","UNKNOWN",33.351,,"entero",60,"10/13/18",3,575,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.71378770465124,51.7353873015332,3,17.2451291005111,110,1896.96420105622,3.29906817574994
"C5","UNKNOWN",35.454,,"entero",60,"10/13/18",3,575,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.10393560100073,12.7038571314278,3,42.3461904380926,110,4658.08094819019,8.10101034467859
"C6","UNKNOWN",31.405,,"entero",68,"10/13/18",11,470,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.27811114435827,189.719138706085,3,63.2397129020283,110,6956.36841922311,14.8007838706875
"C7","UNKNOWN",31.341,,"entero",68,"10/13/18",11,470,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.29667059972376,198.002466253283,3,66.0008220844278,110,7260.09042928705,15.4470009133767
"C8","UNKNOWN",34.954,,"entero",68,"10/13/18",11,470,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.24893134604365,17.739090363872,3,59.1303012129066,110,6504.33313341972,13.8390066668505
"C9","UNKNOWN",32.236,,"entero",97,"11/24/18",7,555,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.03712821609694,108.92516239628,3,36.3083874654266,110,3993.92262119692,7.19625697512959
"C10","UNKNOWN",33.254,,"entero",97,"11/24/18",7,555,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.74191687918956,55.1971785778475,3,18.3990595259492,110,2023.89654785441,3.64666044658452
"C11","UNKNOWN",37.175,,"entero",97,"11/24/18",7,555,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,0.604860246563011,4.02587463176082,3,13.4195821058694,110,1476.15403164563,2.65973699395609
"D3","UNKNOWN",33.742,,"entero",61,"10/13/18",4,590,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.60040103202768,39.8474956625259,3,13.2824985541753,110,1461.07484095928,2.47639803552421
"D4","UNKNOWN",33.765,,"entero",61,"10/13/18",4,590,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.5937312277557,39.2402014026505,3,13.0800671342168,110,1438.80738476385,2.43865658434551
"D5","UNKNOWN",40.923,,"entero",61,"10/13/18",4,590,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,-0.482027858278692,0.329588569692107,3,1.09862856564036,110,120.849142220439,0.204829054610914
"D6","UNKNOWN",29.703,,"entero",69,"10/13/18",12,465,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.77167666048436,591.121370543103,3,197.040456847701,110,21674.4502532471,46.6117209747249
"D7","UNKNOWN",29.725,,"entero",69,"10/13/18",12,465,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.76529684770247,582.501231280055,3,194.167077093352,110,21358.3784802687,45.9319967317606
"D8","UNKNOWN",33.815,,"entero",69,"10/13/18",12,465,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.57923165325141,37.9517366059039,3,126.505788686346,110,13915.6367554981,29.9261005494583
"D9","UNKNOWN",30.629,,"entero",98,"11/24/18",8,545,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.50314454066487,318.525745373873,3,106.175248457958,110,11679.2773303753,21.4298666612392
"D10","UNKNOWN",30.471,,"entero",98,"11/24/18",8,545,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.54896319609844,353.967343163106,3,117.989114387702,110,12978.8025826472,23.8143166654077
"D11","UNKNOWN",35.102,,"entero",98,"11/24/18",8,545,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.20601260551094,16.0698789558001,3,53.5662631860002,110,5892.28895046002,10.8115393586422
"E3","UNKNOWN",30.004,,"entero",62,"10/13/18",5,515,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.68438922196852,483.491921461928,3,161.163973820643,110,17728.0371202707,34.4233730490693
"E4","UNKNOWN",30.338,,"entero",62,"10/13/18",5,515,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.58753206427985,386.84061430478,3,128.946871434927,110,14184.1558578419,27.5420502094018
"E5","UNKNOWN",34.812,,"entero",62,"10/13/18",5,515,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.29011013763583,19.503391455474,3,65.0113048515799,110,7151.24353367379,13.8859097741239
"E6","UNKNOWN",31.128,,"entero",91,"11/24/18",1,675,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.35843878711204,228.26471677176,3,76.0882389239199,110,8369.70628163119,12.3995648616758
"E7","UNKNOWN",30.641,,"entero",91,"11/24/18",1,675,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.49966464278384,315.983672819193,3,105.327890939731,110,11586.0680033704,17.1645451901784
"E8","UNKNOWN",33.811,,"entero",91,"11/24/18",1,675,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.58039161921175,38.053238161656,3,126.84412720552,110,13952.8539926072,20.6708948038625
"E9","UNKNOWN",32.315,,"entero",99,"11/24/18",9,575,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.01421888838016,103.328205812566,3,34.4427352708553,110,3788.70087979408,6.58904500833753
"E10","UNKNOWN",32.716,,"entero",99,"11/24/18",9,575,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.89793230085574,79.0555384217385,3,26.3518461405795,110,2898.70307546374,5.04122273993695
"E11","UNKNOWN",36.737,,"entero",99,"11/24/18",9,575,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,0.731876519220605,5.39357247961496,3,17.9785749320499,110,1977.64324252548,3.43937955221823
"F3","UNKNOWN",28.506,,"entero",63,"10/13/18",6,390,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,3.1187964741171,1314.60861533156,3,438.202871777185,110,48202.3158954904,123.595681783309
"F4","UNKNOWN",28.421,,"entero",63,"10/13/18",6,390,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,3.14344575077439,1391.37998190392,3,463.793327301305,110,51017.2660031436,130.813502572163
"F5","UNKNOWN",31.381,,"entero",63,"10/13/18",6,390,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.28507094012033,192.783979174323,3,642.613263914411,110,70687.4590305852,181.249894950219
"F6","UNKNOWN",32.171,,"entero",92,"11/24/18",2,565,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.05597766295252,113.75687757979,3,37.9189591932634,110,4171.08551125898,7.38245223231677
"F7","UNKNOWN",31.792,,"entero",92,"11/24/18",2,565,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.16588443769505,146.515792221962,3,48.8385974073206,110,5372.24571480526,9.50839949523055
"F8","UNKNOWN",36.756,,"entero",92,"11/24/18",2,565,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,0.726366680908975,5.32557715431255,3,17.7519238477085,110,1952.71162324793,3.4561267668105
"F9","UNKNOWN",33.337,,"entero",100,"11/24/18",10,485,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.71784758551244,52.2212887619391,3,17.4070962539797,110,1914.78058793777,3.94800121224282
"F10","UNKNOWN",33.875,,"entero",100,"11/24/18",10,485,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.56183216384626,36.4613012434494,3,12.1537670811498,110,1336.91437892648,2.75652449263192
"F11","UNKNOWN",39.794,,"entero",100,"11/24/18",10,485,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,-0.154627465971785,0.700442571925394,3,2.33480857308465,110,256.828943039311,0.529544212452188
"G3","UNKNOWN",30.596,,"entero",64,"10/13/18",7,490,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.51271425983771,325.622390174353,3,108.540796724784,110,11939.4876397263,24.3663013055639
"G4","UNKNOWN",30.746,,"entero",64,"10/13/18",7,490,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,2.46921553632483,294.58832856287,3,98.1961095209566,110,10801.5720473052,22.0440245863372
"G5","UNKNOWN",34.541,,"entero",64,"10/13/18",7,490,10,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.3686978314491,23.3721051465588,3,77.9070171551959,110,8569.77188707155,17.4893303817787
"G6","UNKNOWN",33.37,,"entero",93,"11/24/18",3,595,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.70827786633961,51.0831731146451,3,17.0277243715484,110,1873.04968087032,3.14798265692491
"G7","UNKNOWN",35.693,,"entero",93,"11/24/18",3,595,1,1,-3.4483770530784,39.2607861945672,0.98871777838921,94.9806393314475,1.03462763487022,10.8299795079152,3,3.60999316930506,110,397.099248623556,0.667393695165641
