"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml","averaged"
"A3","UNKNOWN",33.407,,"Ecoli",70,"10/21/18","Site 1",495,1,1,-4.47151843230547,44.2955226839658,0.66416264780585,67.3546092619907,2.43508393151178,272.322754667806,3,90.7742515559353,110,9985.16767115289,20.172055901319,24.1035849376293
"A4","UNKNOWN",33.844,,"Ecoli",70,"10/21/18","Site 1",495,1,1,-4.47151843230547,44.2955226839658,0.66416264780585,67.3546092619907,2.33735426616079,217.44742350767,3,72.4824745025567,110,7973.07219528124,16.1072165561237,1031.89593764014
"A5","UNKNOWN",36.752,,"Ecoli",70,"10/21/18","Site 1",495,10,1,-4.47151843230547,44.2955226839658,0.66416264780585,67.3546092619907,1.68701589810431,48.6425011798509,3,162.141670599503,110,17835.5837659453,36.0314823554451,1072.65793259269
"A6","UNKNOWN",30.417,,"Ecoli",78,"10/21/18","Site 5",540,1,1,-4.47151843230547,44.2955226839658,0.66416264780585,67.3546092619907,3.10376058917646,1269.87387673055,3,423.291292243517,110,46562.0421467868,86.2260039755312,
"A7","UNKNOWN",30.268,,"Ecoli",78,"10/21/18","Site 5",540,1,1,-4.47151843230547,44.2955226839658,0.66416264780585,67.3546092619907,3.13708260322061,1371.14253396982,3,457.047511323274,110,50275.2262455602,93.1022708251114,1071.00017146299
"A8","UNKNOWN",34.297,,"Ecoli",78,"10/21/18","Site 5",540,10,1,-4.47151843230547,44.2955226839658,0.66416264780585,67.3546092619907,2.23604639795942,172.205254107204,3,574.017513690679,110,63141.9265059747,116.929493529583,363.910699667411
"A9","UNKNOWN",29.175,,"Ecoli",86,"10/21/18","Site 11",505,1,1,-4.47151843230547,44.2955226839658,0.66416264780585,67.3546092619907,3.38151858543717,2407.23553340868,3,802.41184446956,110,88265.3028916516,174.782778003271,170.46743036642
"A10","UNKNOWN",29.919,,"Ecoli",86,"10/21/18","Site 11",505,1,1,-4.47151843230547,44.2955226839658,0.66416264780585,67.3546092619907,3.21513215289452,1641.08906961324,3,547.02968987108,110,60173.2658858189,119.154981952117,
"A11","UNKNOWN",33.24,,"Ecoli",86,"10/21/18","Site 11",505,10,1,-4.47151843230547,44.2955226839658,0.66416264780585,67.3546092619907,2.47243142376262,296.777808652197,3,989.259362173989,110,108818.529839139,215.482237305225,98.7525894434085
"B3","UNKNOWN",23.673,,"Ecoli",71,"10/21/18","Site 1",503,1,1,-4.47151843230547,44.2955226839658,0.66416264780585,67.3546092619907,4.61197309061142,40923.5302251619,3,13641.1767417206,110,1500529.44158927,2983.15992363672,88.8936301973816
"B4","UNKNOWN",34.719,,"Ecoli",71,"10/21/18","Site 1",503,1,1,-4.47151843230547,44.2955226839658,0.66416264780585,67.3546092619907,2.14167129778066,138.570663925427,3,46.1902213084756,110,5080.92434393232,10.1012412404221,154.229070685863
