"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml"
"A3","UNKNOWN",34.129,,"entero",70,"10/21/18","Site 1",495,"1",4,-3.47815408090857,38.5580728887784,0.994505819233236,93.8692039403017,1.27339755104278,18.7671165467554,3,6.25570551558512,110,688.127606714363,1.39015678124114
"A4","UNKNOWN",34.863,,"entero",70,"10/21/18","Site 1",495,"1",4,-3.47815408090857,38.5580728887784,0.994505819233236,93.8692039403017,1.06236607200943,11.544259272378,3,3.84808642412599,110,423.289506653858,0.855130316472441
"A5","UNKNOWN",36.924,,"entero",70,"10/21/18","Site 1",495,"10",4,-3.47815408090857,38.5580728887784,0.994505819233236,93.8692039403017,0.469810379519345,2.94992095894592,3,9.83306986315306,110,1081.63768494684,2.18512663625624
"A6","UNKNOWN",32.764,,"entero",78,"10/21/18","Site 5",540,"1",4,-3.47815408090857,38.5580728887784,0.994505819233236,93.8692039403017,1.66584709992631,46.3283784815798,3,15.4427928271933,110,1698.70721099126,3.14575409442826
"A7","UNKNOWN",32.704,,"entero",78,"10/21/18","Site 5",540,"1",4,-3.47815408090857,38.5580728887784,0.994505819233236,93.8692039403017,1.68309762954757,48.205615183289,3,16.0685383944297,110,1767.53922338726,3.27322078405049
"A8","UNKNOWN",36.384,,"entero",78,"10/21/18","Site 5",540,"10",4,-3.47815408090857,38.5580728887784,0.994505819233236,93.8692039403017,0.625065146110634,4.21759764530823,3,14.0586588176941,110,1546.45246994635,2.86380087027102
"A9","UNKNOWN",34.535,,"entero",86,"10/21/18","Site 11",505,"1",4,-3.47815408090857,38.5580728887784,0.994505819233236,93.8692039403017,1.15666896727229,14.3439567567374,3,4.78131891891246,110,525.945081080371,1.04147540807994
"A10","UNKNOWN",33.886,,"entero",86,"10/21/18","Site 11",505,"1",4,-3.47815408090857,38.5580728887784,0.994505819233236,93.8692039403017,1.34326219600886,22.0425683436133,3,7.34752278120445,110,808.227505932489,1.60045050679701
"A11","UNKNOWN",37.454,,"entero",86,"10/21/18","Site 11",505,"10",4,-3.47815408090857,38.5580728887784,0.994505819233236,93.8692039403017,0.317430701198265,2.07697228416479,3,6.92324094721596,110,761.556504193756,1.50803268157179
"B3","UNKNOWN",35.803,,"entero",71,"10/21/18","Site 1",503,"1",4,-3.47815408090857,38.5580728887784,0.994505819233236,93.8692039403017,0.792107774609782,6.19594814779235,3,2.06531604926412,110,227.184765419053,0.451659573397719
