"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml"
"A3","UNKNOWN",30.796,,"genbac",70,"10/21/18","Site 1",495,"1",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,2.42923891586741,268.682212481078,3,89.5607374936925,110,9851.68112430618,19.9023861097095
"A4","UNKNOWN",30.077,,"genbac",70,"10/21/18","Site 1",495,"1",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,2.63088692324185,427.451576582731,3,142.48385886091,110,15673.2244747001,31.6630797468689
"A5","UNKNOWN",32.944,,"genbac",70,"10/21/18","Site 1",495,"10",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,1.82681899953879,67.114908052292,3,223.716360174306,110,24608.7996191737,49.7147467054014
"A6","UNKNOWN",27.032,,"genbac",78,"10/21/18","Site 5",540,"1",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,3.48487605043955,3054.04934966557,3,1018.01644988852,110,111981.809487738,207.373721273588
"A7","UNKNOWN",27.11,,"genbac",78,"10/21/18","Site 5",540,"1",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,3.46300046688572,2904.02577641854,3,968.008592139513,110,106480.945135346,197.186935435827
"A8","UNKNOWN",30.438,,"genbac",78,"10/21/18","Site 5",540,"10",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,2.52964223525552,338.565136765277,3,1128.55045588426,110,124140.550147268,229.889907680127
"A9","UNKNOWN",26.897,,"genbac",86,"10/21/18","Site 11",505,"1",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,3.52273763735965,3332.25046594609,3,1110.75015531536,110,122182.51708469,241.945578385525
"A10","UNKNOWN",27.069,,"genbac",86,"10/21/18","Site 11",505,"1",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,3.47449917106145,2981.94185628314,3,993.980618761047,110,109337.868063715,216.510629829139
"A11","UNKNOWN",30.719,,"genbac",86,"10/21/18","Site 11",505,"10",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,2.45083404322184,282.380071087353,3,941.26690362451,110,103539.359398696,205.028434452863
"B3","UNKNOWN",30.943,,"genbac",71,"10/21/18","Site 1",503,"1",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,2.38801185455442,244.349724977855,3,81.4499083259517,110,8959.48991585469,17.8121071885779
"B4","UNKNOWN",30.701,,"genbac",71,"10/21/18","Site 1",503,"1",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,2.45588225481118,285.681590325178,3,95.2271967750593,110,10474.9916452565,20.8250330919613
"B5","UNKNOWN",33.194,,"genbac",71,"10/21/18","Site 1",503,"10",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,1.75670494968676,57.1090518254362,3,190.363506084787,110,20939.9856693266,41.6301901974684
"B6","UNKNOWN",30.189,,"genbac",79,"10/21/18","Site 7",560,"1",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,2.59947582890814,397.626965533987,3,132.542321844662,110,14579.6554029129,26.035098933773
"B7","UNKNOWN",29.986,,"genbac",79,"10/21/18","Site 7",560,"1",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,2.65640843738799,453.323713145018,3,151.107904381673,110,16621.869481984,29.6819097892571
"B8","UNKNOWN",33.221,,"genbac",79,"10/21/18","Site 7",560,"10",4,-3.56561916659515,39.4577408386557,0.996830918410179,90.7463337855948,1.74913263230274,56.1219344659151,3,187.073114886384,110,20578.0426375022,36.7465047098254
