"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml"
"A3","UNKNOWN",31.62,,"genbac",126,"12/15/18",1,530,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,2.08052196313048,120.371026225949,3,40.1236754086497,110,4413.60429495146,8.32755527349333
"A4","UNKNOWN",31.131,,"genbac",126,"12/15/18",1,530,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,2.22482417663977,167.812449481783,3,55.9374831605944,110,6153.12314766538,11.6096663163498
"A5","UNKNOWN",35.44,,"genbac",126,"12/15/18",1,530,"10",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,0.953253137761406,8.97952032406669,3,29.9317344135556,110,3292.49078549112,6.21224676507759
"A6","UNKNOWN",32.4,,"genbac",134,"12/15/18",9,500,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,1.85034665323837,70.8511091286885,3,23.6170363762295,110,2597.87400138524,5.19574800277049
"A7","UNKNOWN",32.711,,"genbac",134,"12/15/18",9,500,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,1.75857162583267,57.355045131025,3,19.1183483770083,110,2103.01832147092,4.20603664294183
"A8","UNKNOWN",34.73,,"genbac",134,"12/15/18",9,500,"10",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,1.16277168907346,14.5469413906148,3,48.4898046353828,110,5333.87850989211,10.6677570197842
"A9","UNKNOWN",30.995,,"genbac",166,"1/26/19",5,370,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,2.26495730759532,184.059105714672,3,61.3530352382242,110,6748.83387620466,18.2400915573099
"A10","UNKNOWN",30.733,,"genbac",166,"1/26/19",5,370,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,2.34227260399498,219.92398890779,3,73.3079963025967,110,8063.87959328564,21.7942691710423
"A11","UNKNOWN",34.146,,"genbac",166,"1/26/19",5,370,"10",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,1.3351080749414,21.6325678698534,3,72.1085595661779,110,7931.94155227957,21.4376798710259
"B3","UNKNOWN",33.015,,"genbac",127,"12/15/18",2,475,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,1.66886227428497,46.6511414338185,3,15.5503804779395,110,1710.54185257334,3.60114074225967
"B4","UNKNOWN",33.678,,"genbac",127,"12/15/18",2,475,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,1.47321326087667,29.7312563059191,3,9.91041876863968,110,1090.14606455037,2.29504434642182
"B5","UNKNOWN",35.568,,"genbac",127,"12/15/18",2,475,"10",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,0.915480779215008,8.23153405409142,3,27.4384468469714,110,3018.22915316685,6.35416663824601
"B6","UNKNOWN",32.473,,"genbac",135,"12/15/18",10,455,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,1.82880460500487,67.4224616622145,3,22.4741538874048,110,2472.15692761453,5.43331192882315
"B7","UNKNOWN",32.818,,"genbac",135,"12/15/18",10,455,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,1.72699629486029,53.3330345413984,3,17.7776781804661,110,1955.54459985127,4.29790021945335
"B8","UNKNOWN",,,"genbac",135,"12/15/18",10,455,"10",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,,,3,,110,,
"B9","UNKNOWN",31.608,,"genbac",167,"1/26/19",6,225,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,2.08406312174421,121.356522108471,3,40.4521740361569,110,4449.73914397726,19.7766184176767
"B10","UNKNOWN",31.067,,"genbac",167,"1/26/19",6,225,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,2.24371035591297,175.271117601585,3,58.4237058671951,110,6426.60764539147,28.5627006461843
"B11","UNKNOWN",36.028,,"genbac",167,"1/26/19",6,225,"10",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,0.779736365688888,6.02193919039821,3,20.0731306346607,110,2208.04436981268,9.81353053250078
"C3","UNKNOWN",33.633,,"genbac",128,"12/15/18",3,430,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,1.48649260567814,30.654384866563,3,10.2181282888543,110,1123.99411177398,2.6139397948232
"C4","UNKNOWN",33.73,,"genbac",128,"12/15/18",3,430,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,1.4578682402172,28.699097534309,3,9.56636584476966,110,1052.30024292466,2.44720986726666
"C5","UNKNOWN",35.187,,"genbac",128,"12/15/18",3,430,"10",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,1.02791256520077,10.6638140924418,3,35.546046974806,110,3910.06516722866,9.0931748075085
"C6","UNKNOWN",30.371,,"genbac",136,"12/15/18",11,460,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,2.44909755550901,281.253253823859,3,93.7510846079529,110,10312.6193068748,22.4187376236409
"C7","UNKNOWN",30.668,,"genbac",136,"12/15/18",11,460,"1",6,-3.3887214070249,38.6703093142457,0.993644785505738,97.2861288409714,2.36145387981932,229.854960035552,3,76.6183200118506,110,8428.01520130357,18.3217721767469
