Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
C8,UNKNOWN,32.584,,genbac,136,12/15/18,11,460,10
C9,UNKNOWN,32.22,,genbac,168,1/26/19,7,440,1
C10,UNKNOWN,31.6,,genbac,168,1/26/19,7,440,1
C11,UNKNOWN,37.339,,genbac,168,1/26/19,7,440,10
D3,UNKNOWN,35.084,,genbac,129,12/15/18,4,440,1
D4,UNKNOWN,33.496,,genbac,129,12/15/18,4,440,1
D5,UNKNOWN,35.014,,genbac,129,12/15/18,4,440,10
D6,UNKNOWN,31.818,,genbac,137,12/15/18,12,465,1
D7,UNKNOWN,31.872,,genbac,137,12/15/18,12,465,1
D8,UNKNOWN,34.701,,genbac,137,12/15/18,12,465,10
D9,UNKNOWN,32.118,,genbac,169,1/26/19,8,435,1
D10,UNKNOWN,31.711,,genbac,169,1/26/19,8,435,1
D11,UNKNOWN,34.779,,genbac,169,1/26/19,8,435,10
E3,UNKNOWN,32.426,,genbac,130,12/15/18,5,455,1
E4,UNKNOWN,31.948,,genbac,130,12/15/18,5,455,1
E5,UNKNOWN,36.431,,genbac,130,12/15/18,5,455,10
E6,UNKNOWN,29.462,,genbac,162,1/26/19,1,490,1
E7,UNKNOWN,29.574,,genbac,162,1/26/19,1,490,1
E8,UNKNOWN,33.231,,genbac,162,1/26/19,1,490,10
E9,UNKNOWN,29.749,,genbac,170,1/26/19,9,435,1
E10,UNKNOWN,29.759,,genbac,170,1/26/19,9,435,1
E11,UNKNOWN,32.457,,genbac,170,1/26/19,9,435,10
F3,UNKNOWN,31.893,,genbac,131,12/15/18,6,425,1
F4,UNKNOWN,31.304,,genbac,131,12/15/18,6,425,1
F5,UNKNOWN,34.155,,genbac,131,12/15/18,6,425,10
F6,UNKNOWN,31.535,,genbac,163,1/26/19,2,440,1
F7,UNKNOWN,31.494,,genbac,163,1/26/19,2,440,1
F8,UNKNOWN,35.92,,genbac,163,1/26/19,2,440,10
F9,UNKNOWN,30.011,,genbac,171,1/26/19,10,425,1
F10,UNKNOWN,29.725,,genbac,171,1/26/19,10,425,1
F11,UNKNOWN,32.082,,genbac,171,1/26/19,10,425,10
G3,UNKNOWN,33.282,,genbac,132,12/15/18,7,455,1
G4,UNKNOWN,33.458,,genbac,132,12/15/18,7,455,1
G5,UNKNOWN,39.195,,genbac,132,12/15/18,7,455,10
G6,UNKNOWN,33.564,,genbac,164,1/26/19,3,405,1
G7,UNKNOWN,33.448,,genbac,164,1/26/19,3,405,1
G8,UNKNOWN,38.966,,genbac,164,1/26/19,3,405,10
G9,UNKNOWN,32.135,,genbac,172,1/26/19,11,415,1
G10,UNKNOWN,31.141,,genbac,172,1/26/19,11,415,1
G11,UNKNOWN,33.806,,genbac,172,1/26/19,11,415,10
H3,UNKNOWN,32.233,,genbac,133,12/15/18,8,455,1
H4,UNKNOWN,31.894,,genbac,133,12/15/18,8,455,1
H5,UNKNOWN,36.126,,genbac,133,12/15/18,8,455,10
H6,UNKNOWN,32.54,,genbac,165,1/26/19,4,415,1
H7,UNKNOWN,31.948,,genbac,165,1/26/19,4,415,1
H8,UNKNOWN,35.975,,genbac,165,1/26/19,4,415,10
H9,UNKNOWN,28.117,,genbac,173,1/26/19,12,400,1
H10,UNKNOWN,28.333,,genbac,173,1/26/19,12,400,1
H11,UNKNOWN,31.508,,genbac,173,1/26/19,12,400,10
