Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
A1,STANDARD,22.836,50000,genbac,St1,,,,1
A2,STANDARD,22.645,50000,genbac,St1,,,,1
B1,STANDARD,25.363,10000,genbac,St2,,,,1
B2,STANDARD,25.31,10000,genbac,St2,,,,1
C1,STANDARD,25.976,5000,genbac,St3,,,,1
C2,STANDARD,25.864,5000,genbac,St3,,,,1
D1,STANDARD,28.652,1000,genbac,St4,,,,1
D2,STANDARD,28.685,1000,genbac,St4,,,,1
E1,STANDARD,29.386,500,genbac,St5,,,,1
E2,STANDARD,29.108,500,genbac,St5,,,,1
F1,STANDARD,32.114,100,genbac,St6,,,,1
F2,STANDARD,31.703,100,genbac,St6,,,,1
G1,STANDARD,32.526,50,genbac,St7,,,,1
G2,STANDARD,33.496,50,genbac,St7,,,,1
H1,STANDARD,36.108,10,genbac,St8,,,,1
H2,STANDARD,36.694,10,genbac,St8,,,,1
A3,UNKNOWN,31.62,,genbac,126,12/15/18,1,530,1
A4,UNKNOWN,31.131,,genbac,126,12/15/18,1,530,1
A5,UNKNOWN,35.44,,genbac,126,12/15/18,1,530,10
A6,UNKNOWN,32.4,,genbac,134,12/15/18,9,500,1
A7,UNKNOWN,32.711,,genbac,134,12/15/18,9,500,1
A8,UNKNOWN,34.73,,genbac,134,12/15/18,9,500,10
A9,UNKNOWN,30.995,,genbac,166,1/26/19,5,370,1
A10,UNKNOWN,30.733,,genbac,166,1/26/19,5,370,1
A11,UNKNOWN,34.146,,genbac,166,1/26/19,5,370,10
B3,UNKNOWN,33.015,,genbac,127,12/15/18,2,475,1
B4,UNKNOWN,33.678,,genbac,127,12/15/18,2,475,1
B5,UNKNOWN,35.568,,genbac,127,12/15/18,2,475,10
B6,UNKNOWN,32.473,,genbac,135,12/15/18,10,455,1
B7,UNKNOWN,32.818,,genbac,135,12/15/18,10,455,1
B8,UNKNOWN,,,genbac,135,12/15/18,10,455,10
B9,UNKNOWN,31.608,,genbac,167,1/26/19,6,225,1
B10,UNKNOWN,31.067,,genbac,167,1/26/19,6,225,1
B11,UNKNOWN,36.028,,genbac,167,1/26/19,6,225,10
C3,UNKNOWN,33.633,,genbac,128,12/15/18,3,430,1
C4,UNKNOWN,33.73,,genbac,128,12/15/18,3,430,1
C5,UNKNOWN,35.187,,genbac,128,12/15/18,3,430,10
C6,UNKNOWN,30.371,,genbac,136,12/15/18,11,460,1
C7,UNKNOWN,30.668,,genbac,136,12/15/18,11,460,1
