Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
E11,UNKNOWN,25.414,,genbac,170,1/26/19,9,435,10
F3,UNKNOWN,25.273,,genbac,131,12/15/18,6,425,1
F4,UNKNOWN,25.227,,genbac,131,12/15/18,6,425,1
F5,UNKNOWN,28.524,,genbac,131,12/15/18,6,425,10
F6,UNKNOWN,26.189,,genbac,163,1/26/19,2,440,1
F7,UNKNOWN,26.16,,genbac,163,1/26/19,2,440,1
F8,UNKNOWN,29.734,,genbac,163,1/26/19,2,440,10
F9,UNKNOWN,20.33,,genbac,171,1/26/19,10,425,1
F10,UNKNOWN,20.381,,genbac,171,1/26/19,10,425,1
F11,UNKNOWN,24.207,,genbac,171,1/26/19,10,425,10
G3,UNKNOWN,27.025,,genbac,132,12/15/18,7,455,1
G4,UNKNOWN,26.988,,genbac,132,12/15/18,7,455,1
G5,UNKNOWN,30.163,,genbac,132,12/15/18,7,455,10
G6,UNKNOWN,29.242,,genbac,164,1/26/19,3,405,1
G7,UNKNOWN,29.346,,genbac,164,1/26/19,3,405,1
G8,UNKNOWN,33.068,,genbac,164,1/26/19,3,405,10
G9,UNKNOWN,27.638,,genbac,172,1/26/19,11,415,1
G10,UNKNOWN,27.785,,genbac,172,1/26/19,11,415,1
G11,UNKNOWN,31.196,,genbac,172,1/26/19,11,415,10
H3,UNKNOWN,27.286,,genbac,133,12/15/18,8,455,1
H4,UNKNOWN,27.406,,genbac,133,12/15/18,8,455,1
H5,UNKNOWN,30.538,,genbac,133,12/15/18,8,455,10
H6,UNKNOWN,26.561,,genbac,165,1/26/19,4,415,1
H7,UNKNOWN,26.889,,genbac,165,1/26/19,4,415,1
H8,UNKNOWN,29.866,,genbac,165,1/26/19,4,415,10
H9,UNKNOWN,24.015,,genbac,173,1/26/19,12,400,1
H10,UNKNOWN,24.195,,genbac,173,1/26/19,12,400,1
H11,UNKNOWN,27.806,,genbac,173,1/26/19,12,400,10
