"SampleIDNum","copies.ml"
126,10.7553217730133
127,5.43627645243016
128,6.31947257882126
129,6.15267938995121
130,7.21289993430552
131,16.7190157965953
132,2.81897197539434
133,8.01080465860784
134,8.66614408078255
135,6.05958907390844
136,36.3335626080411
137,11.8091099678066
162,40.7154375168727
163,11.1214120492434
164,2.97997845625273
165,8.38542310771538
166,24.9941027508517
167,23.7310662296805
168,7.81077460902518
169,12.0988307237601
170,50.7142497443071
171,56.6845373487361
172,19.2820391423748
173,126.260655958075
