"SampleIDNum","copies.ml"
126,2130.99062220063
127,792.223954384747
128,89.2685313549661
129,104.233993022791
130,841.501074051884
131,1241.70671482669
132,379.595551787011
133,301.58967722617
134,496.894020889131
135,656.837614448968
136,570.062379847806
137,607.664950929701
162,831.210569933417
163,614.697838962687
164,83.5225578782049
165,503.79978481376
166,559.935198757566
167,1978.3087789404
168,298.783864536761
169,1636.39562623476
170,10949.5687087792
171,26737.6585751943
172,243.198672673224
173,2536.24933785497
