"SampleIDNum","copies.ml"
10,7.03758175381328
11,19.8587519787381
12,8.92466716993539
13,32.2356393053332
14,18.3918227019556
15,32.2315471625963
16,2.05902181877084
17,2.37733449325756
18,24.1093193789809
19,2.60694881596173
20,1.98311623158027
21,0.134951304625802
22,37.3157235330134
23,19.1275766170554
24,88.3554471432046
25,0.896389999238479
26,19.6863812964455
27,0.421279054690378
28,7.67391445101542
29,0.494048053398346
30,25.0599893351001
31,4.66659132067934
32,33.1316495793169
33,0.208041978695916
