"SampleIDNum","copies.ml"
10,14.4917722247563
11,77.9369854182578
12,34.1263112873527
13,90.0597492817764
14,50.3805090874759
15,58.212083288002
16,13.4006883761681
17,7.68994024238611
18,49.1053821634901
19,10.2191743144847
20,5.09765489525848
21,0.564462937692494
22,177.652115256306
23,16.4520827996978
24,180.135269065264
25,2.32141949788091
26,95215099.8929208
27,0.0259468402706923
28,81.3368562687672
29,4261550.29468095
30,432.186965073981
31,615.314891194455
32,65.5240975999149
33,0.190099576504748
