Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
B11,UNKNOWN,,,ecoli,27,8/9/18,8,565,10
C3,UNKNOWN,29.053,,ecoli,12,8/3/18,3,465,1
C4,UNKNOWN,29.294,,ecoli,12,8/3/18,3,465,1
C5,UNKNOWN,32.674,,ecoli,12,8/3/18,3,465,10
C6,UNKNOWN,31.291,,ecoli,20,8/9/18,1,545,1
C7,UNKNOWN,31.866,,ecoli,20,8/9/18,1,545,1
C8,UNKNOWN,34.099,,ecoli,20,8/9/18,1,545,10
C9,UNKNOWN,30.353,,ecoli,28,8/9/18,9,240,1
C10,UNKNOWN,30.482,,ecoli,28,8/9/18,9,240,1
C11,UNKNOWN,33.806,,ecoli,28,8/9/18,9,240,10
D3,UNKNOWN,28.14,,ecoli,13,8/3/18,4,265,1
D4,UNKNOWN,28.164,,ecoli,13,8/3/18,4,265,1
D5,UNKNOWN,31.484,,ecoli,13,8/3/18,4,265,10
D6,UNKNOWN,34.653,,ecoli,21,8/9/18,2,495,1
D7,UNKNOWN,36.658,,ecoli,21,8/9/18,2,495,1
D8,UNKNOWN,,,ecoli,21,8/9/18,2,495,10
D9,UNKNOWN,33.045,,ecoli,29,8/9/18,10,545,1
D10,UNKNOWN,33.385,,ecoli,29,8/9/18,10,545,1
D11,UNKNOWN,36.822,,ecoli,29,8/9/18,10,545,10
E3,UNKNOWN,28.388,,ecoli,14,8/3/18,5,365,1
E4,UNKNOWN,28.372,,ecoli,14,8/3/18,5,365,1
E5,UNKNOWN,32.124,,ecoli,14,8/3/18,5,365,10
E6,UNKNOWN,27.529,,ecoli,22,8/9/18,3,265,1
E7,UNKNOWN,27.623,,ecoli,22,8/9/18,3,265,1
E8,UNKNOWN,32.332,,ecoli,22,8/9/18,3,265,10
E9,UNKNOWN,28.462,,ecoli,30,8/9/18,11,240,1
E10,UNKNOWN,28.555,,ecoli,30,8/9/18,11,240,1
E11,UNKNOWN,32.38,,ecoli,30,8/9/18,11,240,10
F3,UNKNOWN,27.537,,ecoli,15,8/3/18,6,405,1
F4,UNKNOWN,27.582,,ecoli,15,8/3/18,6,405,1
F5,UNKNOWN,30.783,,ecoli,15,8/3/18,6,405,10
F6,UNKNOWN,27.619,,ecoli,23,8/9/18,4,515,1
F7,UNKNOWN,27.571,,ecoli,23,8/9/18,4,515,1
F8,UNKNOWN,32.272,,ecoli,23,8/9/18,4,515,10
F9,UNKNOWN,29.585,,ecoli,31,8/9/18,12,585,1
F10,UNKNOWN,29.463,,ecoli,31,8/9/18,12,585,1
F11,UNKNOWN,34.103,,ecoli,31,8/9/18,12,585,10
G3,UNKNOWN,30.843,,ecoli,16,8/3/18,7,495,1
G4,UNKNOWN,31.914,,ecoli,16,8/3/18,7,495,1
G5,UNKNOWN,,,ecoli,16,8/3/18,7,495,10
G6,UNKNOWN,26.304,,ecoli,24,8/9/18,5,265,1
G7,UNKNOWN,26.417,,ecoli,24,8/9/18,5,265,1
G8,UNKNOWN,30.758,,ecoli,24,8/9/18,5,265,10
G9,UNKNOWN,27.423,,ecoli,32,8/9/18,13,330,1
G10,UNKNOWN,27.448,,ecoli,32,8/9/18,13,330,1
G11,UNKNOWN,32.136,,ecoli,32,8/9/18,13,330,10
H3,UNKNOWN,31.213,,ecoli,17,8/3/18,8,485,1
H4,UNKNOWN,30.73,,ecoli,17,8/3/18,8,485,1
H5,UNKNOWN,34.879,,ecoli,17,8/3/18,8,485,10
H6,UNKNOWN,32.188,,ecoli,25,8/9/18,6,485,1
H7,UNKNOWN,32.194,,ecoli,25,8/9/18,6,485,1
H8,UNKNOWN,37.168,,ecoli,25,8/9/18,6,485,10
H9,UNKNOWN,34.39,,ecoli,33,8/9/18,14,635,1
H10,UNKNOWN,34.264,,ecoli,33,8/9/18,14,635,1
H11,UNKNOWN,,,ecoli,33,8/9/18,14,635,10
