Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
A1,STANDARD,20.323,"50000.00",ecoli,1,,,,1
A2,STANDARD,20.383,"50000.00",ecoli,1,,,,1
B1,STANDARD,22.763,"10000.00",ecoli,2,,,,1
B2,STANDARD,22.61,"10000.00",ecoli,2,,,,1
C1,STANDARD,23.493,"5000.00",ecoli,3,,,,1
C2,STANDARD,23.423,"5000.00",ecoli,3,,,,1
D1,STANDARD,26.058,"1000.00",ecoli,4,,,,1
D2,STANDARD,25.711,"1000.00",ecoli,4,,,,1
E1,STANDARD,26.916,500,ecoli,5,,,,1
E2,STANDARD,25.807,500,ecoli,5,,,,1
F1,STANDARD,29.353,100,ecoli,6,,,,1
F2,STANDARD,29.214,100,ecoli,6,,,,1
G1,STANDARD,30.782,50,ecoli,7,,,,1
G2,STANDARD,30.667,50,ecoli,7,,,,1
H1,STANDARD,33.908,10,ecoli,8,,,,1
H2,STANDARD,33.158,10,ecoli,8,,,,1
A3,UNKNOWN,29.23,,ecoli,10,8/3/18,1,575,1
A4,UNKNOWN,29.068,,ecoli,10,8/3/18,1,575,1
A5,UNKNOWN,32.845,,ecoli,10,8/3/18,1,575,10
A6,UNKNOWN,27.86,,ecoli,18,8/3/18,9,335,1
A7,UNKNOWN,27.97,,ecoli,18,8/3/18,9,335,1
A8,UNKNOWN,32.463,,ecoli,18,8/3/18,9,335,10
A9,UNKNOWN,27.892,,ecoli,26,8/9/18,7,415,1
A10,UNKNOWN,28.322,,ecoli,26,8/9/18,7,415,1
A11,UNKNOWN,31.822,,ecoli,26,8/9/18,7,415,10
B3,UNKNOWN,27.777,,ecoli,11,8/3/18,2,485,1
B4,UNKNOWN,27.716,,ecoli,11,8/3/18,2,485,1
B5,UNKNOWN,31.856,,ecoli,11,8/3/18,2,485,10
B6,UNKNOWN,30.591,,ecoli,19,8/3/18,10,465,1
B7,UNKNOWN,30.833,,ecoli,19,8/3/18,10,465,1
B8,UNKNOWN,35.421,,ecoli,19,8/3/18,10,465,10
B9,UNKNOWN,33.087,,ecoli,27,8/9/18,8,565,1
B10,UNKNOWN,33.929,,ecoli,27,8/9/18,8,565,1
