"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml"
"A3","UNKNOWN",30.584,,"Entero",10,"8/3/18",1,575,"1",1,-3.21588652303453,38.2041829160611,0.950038319108494,104.623847220107,2.36954347159945,234.17658673093,3,78.0588622436433,110,8586.47484680076,14.9329997335665
"A4","UNKNOWN",30.216,,"Entero",10,"8/3/18",1,575,"1",1,-3.21588652303453,38.2041829160611,0.950038319108494,104.623847220107,2.48397537003993,304.772214054431,3,101.590738018144,110,11174.9811819958,19.4347498817319
"A5","UNKNOWN",35.042,,"Entero",10,"8/3/18",1,575,"10",1,-3.21588652303453,38.2041829160611,0.950038319108494,104.623847220107,0.983300527991661,9.62277935976978,3,32.0759311992326,110,3528.35243191558,6.13626509898363
"A6","UNKNOWN",29.353,,"Entero",18,"8/3/18",9,335,"1",1,-3.21588652303453,38.2041829160611,0.950038319108494,104.623847220107,2.75233061013269,565.367201318941,3,188.45573377298,110,20730.1307150278,61.8809872090383
"A7","UNKNOWN",29.472,,"Entero",18,"8/3/18",9,335,"1",1,-3.21588652303453,38.2041829160611,0.950038319108494,104.623847220107,2.71532681688699,519.190595182715,3,173.063531727572,110,19036.9884900329,56.826831313531
"A8","UNKNOWN",34.099,,"Entero",18,"8/3/18",9,335,"10",1,-3.21588652303453,38.2041829160611,0.950038319108494,104.623847220107,1.2765322677454,18.9030667429891,3,63.0102224766303,110,6931.12447242933,20.6899237982965
"A9","UNKNOWN",7.19,,"Entero",26,"8/9/18",7,415,"1",1,-3.21588652303453,38.2041829160611,0.950038319108494,104.623847220107,9.64405388495983,4406095286.12593,3,1468698428.70864,110,161556827157.951,389293559.416749
"A10","UNKNOWN",29.857,,"Entero",26,"8/9/18",7,415,"1",1,-3.21588652303453,38.2041829160611,0.950038319108494,104.623847220107,2.59560866226855,394.102021259283,3,131.367340419761,110,14450.4074461737,34.8202589064427
"A11","UNKNOWN",35.204,,"Entero",26,"8/9/18",7,415,"10",1,-3.21588652303453,38.2041829160611,0.950038319108494,104.623847220107,0.932925616178188,8.56891068575446,3,28.5630356191815,110,3141.93391810997,7.57092510387945
"B3","UNKNOWN",28.56,,"Entero",11,"8/3/18",2,485,"1",1,-3.21588652303453,38.2041829160611,0.950038319108494,104.623847220107,2.9989189130221,997.513800965393,3,332.504600321798,110,36575.5060353978,75.4134145059748
