"SampleIDNum","copies.ml"
220,0.956349012346185
221,1.22280854429311
222,1.2717740830651
223,0.596954227368869
224,0.988367656057112
225,0.689611953314309
226,0.699321381639643
227,0.69531781836313
228,2.59715180540373
229,0.398998376599217
230,1.0840138591155
231,3.02263133452062
232,1.13359284341102
233,1.15945218563877
234,0.880995225858675
235,1.15042819044525
236,0.973854753207342
237,3.63769943236594
238,0.155753851967883
239,0.188078733371553
240,0.13948384105903
241,0.422827992265403
242,0.860114644685416
243,7.36652467643709
