"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml"
"A3","UNKNOWN",31.327,,"genbac",220,"3/22/19","S1-B",415,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.19640399384502,157.182428289765,3,52.3941427632549,110,5763.35570395804,13.887604105923
"A4","UNKNOWN",31.655,,"genbac",220,"3/22/19","S1-B",415,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.09998603644555,125.888493513221,3,41.9628311710737,110,4615.9114288181,11.1226781417304
"A5","UNKNOWN",34.21,,"genbac",220,"3/22/19","S1-B",415,10,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,1.34892542316613,22.3318870784136,3,74.4396235947118,110,8188.3585954183,19.730984567273
"A6","UNKNOWN",28.138,,"genbac",228,"3/22/19","S3-S",430,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,3.13383346380513,1360.92271785298,3,453.640905950993,110,49900.4996546092,116.04767361537
"A7","UNKNOWN",28.37,,"genbac",228,"3/22/19","S3-S",430,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,3.06563539637624,1163.14911980374,3,387.716373267915,110,42648.8010594706,99.1832582778387
"A8","UNKNOWN",31.5,,"genbac",228,"3/22/19","S3-S",430,10,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.14554940046055,139.813594251346,3,466.045314171152,110,51264.9845588267,119.220894322853
"A9","UNKNOWN",28.989,,"genbac",236,"3/22/19","S6-M",465,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.88367589750345,765.0254755294,3,255.008491843133,110,28050.9341027447,60.3245894682681
"A10","UNKNOWN",29.35,,"genbac",236,"3/22/19","S6-M",465,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.7775573529266,599.180061101947,3,199.726687033982,110,21969.9355737381,47.2471732768561
"A11","UNKNOWN",31.777,,"genbac",236,"3/22/19","S6-M",465,10,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.06412325960794,115.910628207808,3,386.368760692693,110,42500.5636761963,91.3990616692393
"B3","UNKNOWN",31.482,,"genbac",221,"3/22/19","S1-M",325,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.15084062983003,141.527433080478,3,47.175811026826,110,5189.33921295086,15.9671975783104
"B4","UNKNOWN",31.607,,"genbac",221,"3/22/19","S1-M",325,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.11409598143084,130.045695430105,3,43.3485651433685,110,4768.34216577053,14.6718220485247
"B5","UNKNOWN",34.461,,"genbac",221,"3/22/19","S1-M",325,10,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,1.27514216918056,18.8426581545799,3,62.8088605152663,110,6908.9746566793,21.2583835590132
"B6","UNKNOWN",30.232,,"genbac",229,"3/22/19","S4-B",463,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.51828711382192,329.827690523948,3,109.942563507983,110,12093.6819858781,26.1202634684192
"B7","UNKNOWN",30.272,,"genbac",229,"3/22/19","S4-B",463,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.50652882633418,321.017587284341,3,107.005862428114,110,11770.6448670925,25.4225591081912
"B8","UNKNOWN",33.178,,"genbac",229,"3/22/19","S4-B",463,10,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,1.65228924034983,44.9044354139304,3,149.681451379768,110,16464.9596517745,35.5614679303985
"B9","UNKNOWN",27.703,,"genbac",237,"3/22/19","S6-S",475,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,3.26170484023431,1826.85820562361,3,608.952735207871,110,66984.8008728658,141.02063341656
"B10","UNKNOWN",27.714,,"genbac",237,"3/22/19","S6-S",475,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,3.25847131117518,1813.30688765318,3,604.435629217725,110,66487.9192139498,139.97456676621
"B11","UNKNOWN",30.58,,"genbac",237,"3/22/19","S6-S",475,10,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.41599001267858,260.609361786763,3,868.697872622543,110,95556.7659884797,201.172138923115
"C3","UNKNOWN",31.044,,"genbac",222,"3/22/19","S1-S",445,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.27959387782079,190.367969568752,3,63.4559898562508,110,6980.15888418759,15.6857503015451
"C4","UNKNOWN",31.306,,"genbac",222,"3/22/19","S1-S",445,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.20257709477609,159.432587598959,3,53.1441958663197,110,5845.86154529517,13.1367675175172
"C5","UNKNOWN",34.159,,"genbac",222,"3/22/19","S1-S",445,10,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,1.363917239713,23.1162423906816,3,77.054141302272,110,8475.95554324992,19.0470911084268
"C6","UNKNOWN",29.491,,"genbac",230,"3/22/19","S4-M",495,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.73610938953231,544.639818740126,3,181.546606246709,110,19970.126687138,40.3436902770464
"C7","UNKNOWN",29.402,,"genbac",230,"3/22/19","S4-M",495,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.76227157919253,578.457663688947,3,192.819221229649,110,21210.1143352614,42.8487158288109
"C8","UNKNOWN",32.699,,"genbac",230,"3/22/19","S4-M",495,10,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,1.79309473301553,62.1004479679303,3,207.001493226434,110,22770.1642549078,46.0003318280965
"C9","UNKNOWN",27.297,,"genbac",238,"3/22/19","S7-B",495,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,3.38105145823488,2404.64770253504,3,801.549234178347,110,88170.4157596181,178.122052039633
"C10","UNKNOWN",27.5,,"genbac",238,"3/22/19","S7-B",495,1,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,3.32137814923459,2095.9366371649,3,698.645545721633,110,76851.0100293796,155.254565715918
"C11","UNKNOWN",29.855,,"genbac",238,"3/22/19","S7-B",495,10,1,-3.40185592856997,38.7988499479964,0.998564656525185,96.769230478225,2.62910897339387,425.705217904779,3,1419.01739301593,110,156091.913231752,315.337198447985
