"SampleIDNum","copies.ml"
208,2465.80680380698
209,13181.9682794691
210,759.054790146242
211,489.263046042222
212,1153.32187091646
213,4106.22224470052
214,971.647967078559
215,1573.631112154
216,1561.51815216055
217,1936.70022154728
218,652.95765877513
219,2601.32784135449
244,2411.1618230544
245,6809.96208764596
246,1113.61856903297
247,991.048142801558
248,790.959870288082
249,3622.71612945112
250,1172.03864916923
251,2251.96329346163
252,2335.60314923853
253,2099.88320516782
254,425.939822142737
255,3259.98098078855
