"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml"
"A3","UNKNOWN",29.508,,"EColi",208,"2/23/19",1,555,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,2.14052264527742,138.204646762676,3,46.0682155875586,110,5067.50371463145,9.13063732366026
"A4","UNKNOWN",29.71,,"EColi",208,"2/23/19",1,555,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,2.07987079272784,120.190680123978,3,40.063560041326,110,4406.99160454587,7.94052541359615
"A5","UNKNOWN",32.639,,"EColi",208,"2/23/19",1,555,10,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,1.200418930759,15.8642275563714,3,52.8807585212379,110,5816.88343733617,10.4808710582634
"A6","UNKNOWN",29.971,,"EColi",216,"2/23/19",9,440,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,2.00150379512666,100.346861802246,3,33.4489539340821,110,3679.38493274903,8.36223848352052
"A7","UNKNOWN",30.287,,"EColi",216,"2/23/19",9,440,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,1.90662267925702,80.6533998442117,3,26.8844666147372,110,2957.29132762109,6.72111665368431
"A8","UNKNOWN",33.024,,"EColi",216,"2/23/19",9,440,10,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,1.08482010287986,12.1568232615759,3,40.522744205253,110,4457.50186257783,10.1306860513132
"A9","UNKNOWN",30.667,,"EColi",248,"3/23/19",5,385,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,1.79252513485683,62.019053623337,3,20.6730178744457,110,2274.03196618902,5.90657653555591
"A10","UNKNOWN",30.821,,"EColi",248,"3/23/19",5,385,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,1.74628560370518,55.7552289742299,3,18.5850763247433,110,2044.35839572176,5.31002180706952
"A11","UNKNOWN",33.792,,"EColi",248,"3/23/19",5,385,10,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,0.854222960513154,7.14863232341776,3,23.8287744113925,110,2621.16518525318,6.80822126039787
"B3","UNKNOWN",29.429,,"EColi",209,"2/23/19",2,495,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,2.16424292424482,145.963048175187,3,48.6543493917292,110,5351.97843309021,10.8120776426065
"B4","UNKNOWN",29.25,,"EColi",209,"2/23/19",2,495,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,2.21798887279123,165.1919473288,3,55.0639824429333,110,6057.03806872266,12.2364405428741
"B5","UNKNOWN",32.161,,"EColi",209,"2/23/19",2,495,10,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,1.34394163134661,22.0770799979255,3,73.5902666597518,110,8094.9293325727,16.353392591056
"B6","UNKNOWN",30.75,,"EColi",217,"2/23/19",10,405,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,1.76760382910626,58.5603723002615,3,19.5201241000872,110,2147.21365100959,5.30176210125824
"B7","UNKNOWN",31.189,,"EColi",217,"2/23/19",10,405,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,1.63579113965446,43.2305877046297,3,14.4101959015432,110,1585.12154916976,3.91388036832038
"B8","UNKNOWN",33.691,,"EColi",217,"2/23/19",10,405,10,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,0.884548886787942,7.6656482443388,3,25.5521608144627,110,2810.73768959089,6.94009306071825
"B9","UNKNOWN",31.81,,"EColi",249,"3/23/19",6,265,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,1.44933173156889,28.1404949370752,3,9.38016497902507,110,1031.81814769276,3.89365338751984
"B10","UNKNOWN",31.92,,"EColi",249,"3/23/19",6,265,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,1.41630349503199,26.0797542690753,3,8.69325142302509,110,956.25765653276,3.60851945861419
"B11","UNKNOWN",34.502,,"EColi",249,"3/23/19",6,265,10,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,0.641040706502271,4.37563116108201,3,14.5854372036067,110,1604.39809239674,6.05433242413862
"C3","UNKNOWN",32.359,,"EColi",210,"2/23/19",3,460,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,1.28449080558019,19.2526628496079,3,6.41755428320262,110,705.930971152288,1.53463254598324
"C4","UNKNOWN",32.41,,"EColi",210,"2/23/19",3,460,1,1,-3.33048359627417,36.6369755575498,0.996343865104562,99.6441991090801,1.2691777140949,18.585648276289,3,6.19521609209632,110,681.473770130595,1.48146471767521
