"SampleIDNum","copies.ml"
208,11.6132094310119
209,34.7531593343498
210,1.36315803592647
211,1.51201558559106
212,1.21435582605042
213,10.2504545888412
214,8.57277730848132
215,4.19201940615352
216,3.14625565388284
217,2.32073401767702
218,3.74832149273049
219,31.0459694060003
244,10.5031335537993
245,30.7651109013748
246,3.9233159675394
247,5.21230401880955
248,2.32753955298751
249,3.02445780177241
250,23.2431468806939
251,1.78543084427998
252,4.97670338597349
253,9.12673777357648
254,1.70668106902846
255,52.805181717098
