Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
G6,UNKNOWN,26.179,,genbac,246,3/23/19,3,435,1
G7,UNKNOWN,26.224,,genbac,246,3/23/19,3,435,1
G8,UNKNOWN,29.36,,genbac,246,3/23/19,3,435,10
G9,UNKNOWN,27.479,,genbac,254,3/23/19,11,430,1
G10,UNKNOWN,27.44,,genbac,254,3/23/19,11,430,1
G11,UNKNOWN,31.217,,genbac,254,3/23/19,11,430,10
H3,UNKNOWN,25.521,,genbac,215,2/23/19,8,415,1
H4,UNKNOWN,25.975,,genbac,215,2/23/19,8,415,1
H5,UNKNOWN,28.951,,genbac,215,2/23/19,8,415,10
H6,UNKNOWN,26.271,,genbac,247,3/23/19,4,430,1
H7,UNKNOWN,26.117,,genbac,247,3/23/19,4,430,1
H8,UNKNOWN,29.957,,genbac,247,3/23/19,4,430,10
H9,UNKNOWN,24.711,,genbac,255,3/23/19,12,420,1
H10,UNKNOWN,24.773,,genbac,255,3/23/19,12,420,1
H11,UNKNOWN,27.656,,genbac,255,3/23/19,12,420,10
