Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
A1,STANDARD,22.596,50000.00,entero,St1,,,,1
A2,STANDARD,21.942,50000.00,entero,St1,,,,1
B1,STANDARD,24.296,10000.00,entero,St2,,,,1
B2,STANDARD,24.376,10000.00,entero,St2,,,,1
C1,STANDARD,25.264,5000.00,entero,St3,,,,1
C2,STANDARD,25.146,5000.00,entero,St3,,,,1
D1,STANDARD,27.495,1000.00,entero,St4,,,,1
D2,STANDARD,27.551,1000.00,entero,St4,,,,1
E1,STANDARD,28.553,500.00,entero,St5,,,,1
E2,STANDARD,28.579,500.00,entero,St5,,,,1
F1,STANDARD,31.135,100.00,entero,St6,,,,1
F2,STANDARD,30.764,100.00,entero,St6,,,,1
G1,STANDARD,32.331,50.00,entero,St7,,,,1
G2,STANDARD,31.875,50.00,entero,St7,,,,1
H1,STANDARD,34.029,10.00,entero,St8,,,,1
H2,STANDARD,33.506,10.00,entero,St8,,,,1
A3,UNKNOWN,29.975,,entero,208,2/23/19,1,555,1
A4,UNKNOWN,30.401,,entero,208,2/23/19,1,555,1
A5,UNKNOWN,32.995,,entero,208,2/23/19,1,555,10
A6,UNKNOWN,32.188,,entero,216,2/23/19,9,440,1
A7,UNKNOWN,32.162,,entero,216,2/23/19,9,440,1
A8,UNKNOWN,,,entero,216,2/23/19,9,440,10
A9,UNKNOWN,32.804,,entero,248,3/23/19,5,385,1
A10,UNKNOWN,32.759,,entero,248,3/23/19,5,385,1
A11,UNKNOWN,,,entero,248,3/23/19,5,385,10
B3,UNKNOWN,29.256,,entero,209,2/23/19,2,495,1
B4,UNKNOWN,29.094,,entero,209,2/23/19,2,495,1
B5,UNKNOWN,31.205,,entero,209,2/23/19,2,495,10
B6,UNKNOWN,32.658,,entero,217,2/23/19,10,405,1
B7,UNKNOWN,32.774,,entero,217,2/23/19,10,405,1
B8,UNKNOWN,,,entero,217,2/23/19,10,405,10
B9,UNKNOWN,32.581,,entero,249,3/23/19,6,265,1
B10,UNKNOWN,33.416,,entero,249,3/23/19,6,265,1
B11,UNKNOWN,,,entero,249,3/23/19,6,265,10
C3,UNKNOWN,32.943,,entero,210,2/23/19,3,460,1
C4,UNKNOWN,33.49,,entero,210,2/23/19,3,460,1
C5,UNKNOWN,36.687,,entero,210,2/23/19,3,460,10
C6,UNKNOWN,32.128,,entero,218,2/23/19,11,395,1
C7,UNKNOWN,32.036,,entero,218,2/23/19,11,395,1
C8,UNKNOWN,,,entero,218,2/23/19,11,395,10
C9,UNKNOWN,29.523,,entero,250,3/23/19,7,450,1
C10,UNKNOWN,29.206,,entero,250,3/23/19,7,450,1
C11,UNKNOWN,,,entero,250,3/23/19,7,450,10
D3,UNKNOWN,33.286,,entero,211,2/23/19,4,475,1
D4,UNKNOWN,33.155,,entero,211,2/23/19,4,475,1
D5,UNKNOWN,36.073,,entero,211,2/23/19,4,475,10
D6,UNKNOWN,29.078,,entero,219,2/23/19,12,405,1
D7,UNKNOWN,29.12,,entero,219,2/23/19,12,405,1
D8,UNKNOWN,,,entero,219,2/23/19,12,405,10
D9,UNKNOWN,33.403,,entero,251,3/23/19,8,455,1
D10,UNKNOWN,32.559,,entero,251,3/23/19,8,455,1
D11,UNKNOWN,,,entero,251,3/23/19,8,455,10
E3,UNKNOWN,33.18,,entero,212,2/23/19,5,435,1
E4,UNKNOWN,32.786,,entero,212,2/23/19,5,435,1
E5,UNKNOWN,41.409,,entero,212,2/23/19,5,435,10
E6,UNKNOWN,29.362,,entero,244,3/23/19,1,505,1
E7,UNKNOWN,34.891,,entero,244,3/23/19,1,505,1
E8,UNKNOWN,,,entero,244,3/23/19,1,505,10
E9,UNKNOWN,31.571,,entero,252,3/23/19,9,470,1
E10,UNKNOWN,31.327,,entero,252,3/23/19,9,470,1
E11,UNKNOWN,,,entero,252,3/23/19,9,470,10
F3,UNKNOWN,31.703,,entero,213,2/23/19,6,305,1
F4,UNKNOWN,31.627,,entero,213,2/23/19,6,305,1
F5,UNKNOWN,33.491,,entero,213,2/23/19,6,305,10
F6,UNKNOWN,28.402,,entero,245,3/23/19,2,450,1
F7,UNKNOWN,29.923,,entero,245,3/23/19,2,450,1
F8,UNKNOWN,,,entero,245,3/23/19,2,450,10
F9,UNKNOWN,30.493,,entero,253,3/23/19,10,455,1
F10,UNKNOWN,30.812,,entero,253,3/23/19,10,455,1
F11,UNKNOWN,,,entero,253,3/23/19,10,455,10
G3,UNKNOWN,30.977,,entero,214,2/23/19,7,415,1
G4,UNKNOWN,31.114,,entero,214,2/23/19,7,415,1
G5,UNKNOWN,33.76,,entero,214,2/23/19,7,415,10
G6,UNKNOWN,31.813,,entero,246,3/23/19,3,435,1
G7,UNKNOWN,31.957,,entero,246,3/23/19,3,435,1
G8,UNKNOWN,,,entero,246,3/23/19,3,435,10
G9,UNKNOWN,32.521,,entero,254,3/23/19,11,430,1
G10,UNKNOWN,32.506,,entero,254,3/23/19,11,430,1
G11,UNKNOWN,40.736,,entero,254,3/23/19,11,430,10
H3,UNKNOWN,32.591,,entero,215,2/23/19,8,415,1
H4,UNKNOWN,32.332,,entero,215,2/23/19,8,415,1
H5,UNKNOWN,34.328,,entero,215,2/23/19,8,415,10
H6,UNKNOWN,31.148,,entero,247,3/23/19,4,430,1
H7,UNKNOWN,31.981,,entero,247,3/23/19,4,430,1
H8,UNKNOWN,,,entero,247,3/23/19,4,430,10
H9,UNKNOWN,28.075,,entero,255,3/23/19,12,420,1
H10,UNKNOWN,28.587,,entero,255,3/23/19,12,420,1
H11,UNKNOWN,,,entero,255,3/23/19,12,420,10
