"SampleIDNum","copies.ml"
138,3.65598926157189
139,2.17306209166946
140,36.0693811020774
141,9.33557159254633
142,40.993292121218
143,60.1327523307242
144,81.0399514775229
145,30.3161548999554
146,402.776198857968
147,20.3320974257945
148,20.4199086309388
149,117.264475495334
150,20.1287971024061
151,45.5796650766823
152,253.130820515434
153,30.3027294563055
154,34.9767892343041
155,113.412270838611
156,44.7069252737462
157,19.3700501527983
158,24.7316094644728
159,12.7049620919285
160,23.0097056212547
161,26.0538306856894
