"SampleIDNum","copies.ml"
174,2.46793411274943
175,0.150070094202656
176,1.25494387228256
177,0.618231585837651
178,1.97695961320624
179,6.24809545771224
180,0.865607032131534
181,1.04110899666132
182,4.98640967925301
183,2.87697548225107
184,3.54808030730353
185,6.57149903601319
186,6.55738329943382
187,2.1897693964623
188,1.90105507086267
189,3.23330077408304
190,1.93788387093726
191,5.21149564962101
192,0.375696741809837
193,0.542915811011434
194,0.906975333007047
195,1.19876093605896
196,46.6520976251189
197,0.790974663244572
