"SampleIDNum","copies.ml"
34,6.57094217399318
35,1.35591350787967
36,5.85009201566087
37,1.25279416292273
38,6.02480154186676
39,12.3899727137109
40,40.8921485573112
41,6.65409901313381
42,7.86861434182147
43,8.40535473442176
44,8.45574027930787
45,13.8623679707712
46,41.0475266207616
47,8.80174948741207
48,2.88179298043247
49,16.1886786446155
50,13.4478855717922
51,20.5722951953078
52,10.0938519975667
53,7.56491506758351
54,26.0449036033362
55,1.04939476778409
56,18.7622888093535
57,0.54068595818135
