"SampleIDNum","copies.ml"
10,13.501338238094
11,74.3118973920288
12,32.0000649083351
13,85.8347424395569
14,47.5561252961686
15,55.0145672921524
16,12.3441069156982
17,6.8835306369217
18,46.4659141069553
19,9.20973931176337
20,4.61706885446479
21,0.489780521793332
22,170.059072539099
23,15.0454437245209
24,171.428568127834
25,2.02982415263692
26,129764533.935978
27,0.0210737045333084
28,78.5958029253773
29,5445737.36670426
30,431.957178758321
31,642.815169152784
32,61.2201729577341
33,0.161876076548308
