"SampleIDNum","Ecoli","Entero","GenBac"
10,7.87336742660227,13.501338238094,619.98590868039
11,21.6354170362897,74.3118973920288,15099.6096079677
12,9.99495413802941,32.0000649083351,849.56223528234
13,35.4773705487468,85.8347424395569,1917.61056961189
14,20.2953729727295,47.5561252961686,992.177598671646
15,35.11177906435,55.0145672921524,8805.80535735926
16,2.34211317210935,12.3441069156982,572.006571902182
17,2.74294779663155,6.8835306369217,997.990494927476
18,26.2885243798482,46.4659141069553,2274.20858725569
19,2.98415605898571,9.20973931176337,501.020519661895
20,2.31916331309052,4.61706885446479,652.579140963358
21,0.164417392884169,0.489780521793332,399.482879225612
22,40.4035806177501,170.059072539099,7143.941370256
23,20.7259205514465,15.0454437245209,2602.17956248792
24,93.7943586269897,171.428568127834,13441.5970087187
25,1.05211861743944,2.02982415263692,148.549948370036
26,21.6103569462946,129764533.935978,3161.5501681314
27,0.49822120150065,0.0210737045333084,119.381008484568
28,8.78970466963207,78.5958029253773,1206.8165828981
29,0.594048972535664,5445737.36670426,244.755121108601
30,27.7016949946155,431.957178758321,4288.05646231978
31,5.2346639996408,642.815169152784,567.191243132238
32,35.7949098153795,61.2201729577341,7671.62030167991
33,0.250129513853181,0.161876076548308,22.7792849025836
34,6.57094217399318,7.78354915926023,1103.38251841661
35,1.35591350787967,2.96511024684656,253.523695261215
36,5.85009201566087,16.9000396041604,1113.95830207456
37,1.25279416292273,15.3960397513374,471.454329489976
38,6.02480154186676,79.6041253254764,7976.46490748313
39,12.3899727137109,12.7532325156451,2991.85612435817
40,40.8921485573112,29.2132091128993,7599.5600151977
41,6.65409901313381,8.35052670460624,4889.12374736331
42,7.86861434182147,17.5411622192234,1717.60080181324
43,8.40535473442176,21.3894559272873,1276.58707282176
44,8.45574027930787,13.8259243184006,2312.45871375675
45,13.8623679707712,10.2515788202471,7423.54881689934
46,41.0475266207616,137.082077808776,3326.44316155326
47,8.80174948741207,21.538410106852,2542.43116548949
48,2.88179298043247,5.08019472281641,309.697739929117
49,16.1886786446155,43.693832147205,2032.09967913079
50,13.4478855717922,24.8006505486276,3358.65565721542
51,20.5722951953078,39.8803036745188,4140.42576084929
52,10.0938519975667,63.5338586631808,4389.97644870368
53,7.56491506758351,17.3000946858002,1135.46291138116
54,26.0449036033362,35.5092957080731,4098.70547088167
55,1.04939476778409,4.6943829639489,308.279872619466
56,18.7622888093535,13.0162669085976,4448.48910159529
57,0.54068595818135,1.39642374898271,88.8072814777456
58,5.95576537609978,13.7898688369263,565.067852601999
59,3.91684446704754,7.53554264327346,184.427082885275
60,0.926423153269074,4.80291134520206,147.60925736663
61,0.357331750080004,1.70662789149354,85.0989696969332
62,6.01816072214365,25.2837776775317,1263.75350321984
63,23.5656185254731,145.219693101897,9414.90767032818
64,3.96769207568557,21.2998854245599,412.378175139156
65,10.1110170695476,13.8852730140971,834.560730977316
66,7.00021924967053,11.6211408444234,348.154278512049
67,4.68246879787839,13.0714919728549,97.6674539453649
68,3.83132121108877,14.6955971503049,206.462811826693
69,24.3266510902203,40.8232727519813,1087.12498939935
91,28.6308415167107,16.7450016185722,971.651283454098
92,3.34837107225521,6.78232616478594,197.790733862773
93,0.699963080967527,1.98293256339876,216.200350060409
94,1.63175667369797,1.55264545957668,170.979335412632
95,14.528284200669,8.44689241937923,499.488652283692
96,2.86821068678333,5.72644691114615,259.474994981687
97,6.75083634960279,4.5008848052234,803.427930452187
98,12.8967885616968,18.6852408950964,1159.15649656556
99,3.77625241615868,5.0232157668309,193.643859371368
100,1.70415835406143,2.41135663910898,189.448068208269
101,16.0534473745716,19.672303582701,841.038554088176
126,22.7468492921778,8.71648945164023,2130.99062220063
127,2.20821347797035,4.0834505756425,792.223954384747
128,0.950606521411846,4.71810815653279,89.2685313549661
129,0.754454758689691,4.58394343685515,104.233993022791
130,4.72328289648493,5.68743989446989,841.501074051884
131,4.87131657897616,13.3495133941537,1241.70671482669
132,2.37166093104948,2.16070282212602,379.595551787011
133,5.93572429392269,6.3294400448191,301.58967722617
134,10.2057946582596,6.68984722183218,496.894020889131
135,2.98567714545105,4.86560607413825,656.837614448968
136,24.7519114545783,30.1929085459766,570.062379847806
137,4.93327181273198,9.33123171211761,607.664950929701
162,64.306181768138,35.1155382644063,831.210569933417
163,9.61282632487251,8.98509044639812,614.697838962687
164,1.58361404572045,2.26536866527179,83.5225578782049
165,2.21439097660861,6.57268361132729,503.79978481376
166,34.1242167448173,20.4906801997927,559.935198757566
167,24.9434216010253,19.3842831987873,1978.3087789404
168,3.48968193843309,6.29990212073473,298.783864536761
169,4.8176827165641,9.54385478070649,1636.39562623476
170,69.471433134917,43.1869920939677,10949.5687087792
171,18.5955096054672,48.1654183292137,26737.6585751943
172,8.34584201614202,15.433936639576,243.198672673224
173,101.822677625571,113.761913423996,2536.24933785497
208,9.18401126517326,11.6132094310119,2465.80680380698
209,13.1339702588455,34.7531593343498,13181.9682794691
210,1.45347000877288,1.36315803592647,759.054790146242
211,0.58877276188451,1.51201558559106,489.263046042222
212,3.19506172503271,1.21435582605042,1153.32187091646
213,6.487686795397,10.2504545888412,4106.22224470052
214,1.99576550893191,8.57277730848132,971.647967078559
215,3.46627284164534,4.19201940615352,1573.631112154
216,8.40468039617269,3.14625565388284,1561.51815216055
217,5.38524517676563,2.32073401767702,1936.70022154728
218,6.35404168768179,3.74832149273049,652.95765877513
219,29.3190978995409,31.0459694060003,2601.32784135449
244,27.0762638587675,10.5031335537993,2411.1618230544
245,12.2707102156111,30.7651109013748,6809.96208764596
246,5.14902746097518,3.9233159675394,1113.61856903297
247,6.73862538637561,5.21230401880955,991.048142801558
248,6.00827320100776,2.32753955298751,790.959870288082
249,4.51883509009088,3.02445780177241,3622.71612945112
250,5.33750693669212,23.2431468806939,1172.03864916923
251,5.72606241882907,1.78543084427998,2251.96329346163
252,6.33376492760671,4.97670338597349,2335.60314923853
253,16.9651093374284,9.12673777357648,2099.88320516782
254,4.08214085666569,1.70668106902846,425.939822142737
255,22.2925241670443,52.805181717098,3259.98098078855
