"SampleIDNum","copies.ml"
208,9.18401126517326
209,13.1339702588455
210,1.45347000877288
211,0.58877276188451
212,3.19506172503271
213,6.487686795397
214,1.99576550893191
215,3.46627284164534
216,8.40468039617269
217,5.38524517676563
218,6.35404168768179
219,29.3190978995409
244,27.0762638587675
245,12.2707102156111
246,5.14902746097518
247,6.73862538637561
248,6.00827320100776
249,4.51883509009088
250,5.33750693669212
251,5.72606241882907
252,6.33376492760671
253,16.9651093374284
254,4.08214085666569
255,22.2925241670443
