"SampleIDNum","copies.ml"
126,8.71648945164023
127,4.0834505756425
128,4.71810815653279
129,4.58394343685515
130,5.68743989446989
131,13.3495133941537
132,2.16070282212602
133,6.3294400448191
134,6.68984722183218
135,4.86560607413825
136,30.1929085459766
137,9.33123171211761
162,35.1155382644063
163,8.98509044639812
164,2.26536866527179
165,6.57268361132729
166,20.4906801997927
167,19.3842831987873
168,6.29990212073473
169,9.54385478070649
170,43.1869920939677
171,48.1654183292137
172,15.433936639576
173,113.761913423996
