"SampleIDNum","copies.ml"
"70",0.838354248478616
"71",219.379134970434
"72",193.463327362759
"73",347.936744209624
"74",112.978229820776
"75",26.9194912624481
"76",10.1376628161127
"77",2.94966734197462
"78",5.93413224667382
"79",4.37011801897645
"80",9.24015491092868
"81",0.685365082948808
"82",1.21389110267888
"83",0.815578506379041
"84",2.66636668134342
"85",3.04626815130758
"86",11.6676176945467
"87",82.5797080813118
"88",2.342588965567
"89",2.94069818683134
"90",0.586365128087616
"blank2",
"blank4",
