"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml","averaged"
"A3","UNKNOWN",,,"entero",102,"11/29/18","Site 17",525,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,,,3,,110,,,
"A4","UNKNOWN",,,"entero",102,"11/29/18","Site 17",525,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,,,3,,110,,,
"A5","UNKNOWN",,,"entero",102,"11/29/18","Site 17",525,10,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,,,3,,110,,,
"A6","UNKNOWN",33.76,,"entero",110,"11/29/18","Site 11",425,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,1.17855467714643,15.0853252099293,3,5.02844173664309,110,553.128591030739,1.30147903771939,0.223767847082245
"A7","UNKNOWN",34.147,,"entero",110,"11/29/18","Site 11",425,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,1.05978532734246,11.4758622703897,3,3.82528742346322,110,420.781616580954,0.990074391955186,
"A8","UNKNOWN",37.303,,"entero",110,"11/29/18","Site 11",425,10,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,0.0912166762279224,1.23372020178034,3,4.11240067260112,110,452.364073986123,1.06438605643794,
"A9","UNKNOWN",34.535,,"entero",118,"11/29/18","Site 5",385,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,0.940709079993778,8.7238678856031,3,2.9079559618677,110,319.875155805447,0.830844560533629,
"A10","UNKNOWN",34.738,,"entero",118,"11/29/18","Site 5",385,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,0.878408878417018,7.55803464647555,3,2.51934488215851,110,277.127937037437,0.719812823473861,0.281943947782429
"A11","UNKNOWN",43.815,,"entero",118,"11/29/18","Site 5",385,10,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,-1.90730013494377,0.0123794076700269,3,0.0412646922334228,110,4.53911614567651,0.0117899120666922,1.11864649537084
"B3","UNKNOWN",,,"entero",103,"11/29/18","Site 17",470,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,,,3,,110,,,0.777264840835095
"B4","UNKNOWN",36.646,,"entero",103,"11/29/18","Site 17",470,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,0.292848363104427,1.96267487579917,3,0.654224958599725,110,71.9647454459697,0.153116479672276,
"B5","UNKNOWN",,,"entero",103,"11/29/18","Site 17",470,10,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,,,3,,110,,,2.76333472582255
"B6","UNKNOWN",34.769,,"entero",111,"11/29/18","Site 9",395,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,0.868895054530913,7.3942657408814,3,2.46475524696047,110,271.123077165651,0.686387537128231,1.45342561868911
"B7","UNKNOWN",34.533,,"entero",111,"11/29/18","Site 9",395,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,0.941322875083203,8.73620617953137,3,2.91206872651046,110,320.32755991615,0.810955847888988,0.899040406235339
"B8","UNKNOWN",37.751,,"entero",111,"11/29/18","Site 9",395,10,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,-0.0462734238035457,0.898931452657597,3,2.99643817552532,110,329.608199307785,0.834451137488064,2.41636857366665
"B9","UNKNOWN",33.049,,"entero",119,"11/29/18","Site 5",375,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,1.39675883143744,24.9320983526714,3,8.31069945089046,110,914.176939597951,2.4378051722612,0.607026284010377
"B10","UNKNOWN",34.902,,"entero",119,"11/29/18","Site 5",375,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,0.82807768108407,6.7309704057204,3,2.2436568019068,110,246.802248209748,0.658139328559328,0.520815765358061
"B11","UNKNOWN",35.993,,"entero",119,"11/29/18","Site 5",375,10,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,0.493252459802079,3.11352573534009,3,10.3784191178003,110,1141.62610295803,3.04433627455476,2.04676025845843
"C3","UNKNOWN",36.625,,"entero",104,"11/29/18","Site 17",390,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,0.299293211543402,1.99201778499751,3,0.664005928332503,110,73.0406521165753,0.187283723375834,0.932290927220301
"C4","UNKNOWN",36.153,,"entero",104,"11/29/18","Site 17",390,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,0.444148852647985,2.78066616634418,3,0.926888722114727,110,101.95775943262,0.261430152391333,0.644911560614235
"C5","UNKNOWN",,,"entero",104,"11/29/18","Site 17",390,10,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,,,3,,110,,,
"C6","UNKNOWN",34.138,,"entero",112,"11/29/18","Site 9",395,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,1.06254740524488,11.5490804134655,3,3.84969347115518,110,423.466281827069,1.07206653627106,0.447987447270839
"C7","UNKNOWN",34.985,,"entero",112,"11/29/18","Site 9",395,1,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,0.802605184872883,6.34753617863995,3,2.11584539287998,110,232.742993216798,0.589222767637463,0.61235800412005
"C8","UNKNOWN",,,"entero",112,"11/29/18","Site 9",395,10,1,-3.25841642341859,37.6002219159107,0.988504580615677,102.720442122284,,,3,,110,,,
