Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
A1,STANDARD,21.112,50000,EColi,1,,,,1
A2,STANDARD,20.988,50000,EColi,1,,,,1
B1,STANDARD,23.279,10000,EColi,2,,,,1
B2,STANDARD,22.997,10000,EColi,2,,,,1
C1,STANDARD,24.344,5000,EColi,3,,,,1
C2,STANDARD,24.278,5000,EColi,3,,,,1
D1,STANDARD,26.698,1000,EColi,4,,,,1
D2,STANDARD,26.665,1000,EColi,4,,,,1
E1,STANDARD,27.764,500,EColi,5,,,,1
E2,STANDARD,27.863,500,EColi,5,,,,1
F1,STANDARD,30.058,100,EColi,6,,,,1
F2,STANDARD,29.639,100,EColi,6,,,,1
G1,STANDARD,31.15,50,EColi,7,,,,1
G2,STANDARD,31.25,50,EColi,7,,,,1
H1,STANDARD,33.352,10,EColi,8,,,,1
H2,STANDARD,33.374,10,EColi,8,,,,1
A3,UNKNOWN,35.437,,EColi,102,11/29/18,Site 17,525,1
A4,UNKNOWN,38.511,,EColi,102,11/29/18,Site 17,525,1
A5,UNKNOWN,,,EColi,102,11/29/18,Site 17,525,10
A6,UNKNOWN,32.89,,EColi,110,11/29/18,Site 11,425,1
A7,UNKNOWN,32.311,,EColi,110,11/29/18,Site 11,425,1
A8,UNKNOWN,,,EColi,110,11/29/18,Site 11,425,10
A9,UNKNOWN,32.835,,EColi,118,11/29/18,Site 5,385,1
A10,UNKNOWN,33.33,,EColi,118,11/29/18,Site 5,385,1
A11,UNKNOWN,34.793,,EColi,118,11/29/18,Site 5,385,10
B3,UNKNOWN,34.318,,EColi,103,11/29/18,Site 17,470,1
B4,UNKNOWN,34.703,,EColi,103,11/29/18,Site 17,470,1
B5,UNKNOWN,,,EColi,103,11/29/18,Site 17,470,10
B6,UNKNOWN,36.962,,EColi,111,11/29/18,Site 9,395,1
B7,UNKNOWN,36.631,,EColi,111,11/29/18,Site 9,395,1
B8,UNKNOWN,,,EColi,111,11/29/18,Site 9,395,10
B9,UNKNOWN,33.099,,EColi,119,11/29/18,Site 5,375,1
B10,UNKNOWN,35.423,,EColi,119,11/29/18,Site 5,375,1
B11,UNKNOWN,35.001,,EColi,119,11/29/18,Site 5,375,10
C3,UNKNOWN,33.822,,EColi,104,11/29/18,Site 17,390,1
C4,UNKNOWN,33.367,,EColi,104,11/29/18,Site 17,390,1
C5,UNKNOWN,36.86,,EColi,104,11/29/18,Site 17,390,10
C6,UNKNOWN,35.467,,EColi,112,11/29/18,Site 9,395,1
C7,UNKNOWN,34.167,,EColi,112,11/29/18,Site 9,395,1
C8,UNKNOWN,37.625,,EColi,112,11/29/18,Site 9,395,10
C9,UNKNOWN,38.528,,EColi,120,11/29/18,Site 3,405,1
C10,UNKNOWN,,,EColi,120,11/29/18,Site 3,405,1
C11,UNKNOWN,38.69,,EColi,120,11/29/18,Site 3,405,10
D3,UNKNOWN,,,EColi,105,11/29/18,Site 13,445,1
D4,UNKNOWN,,,EColi,105,11/29/18,Site 13,445,1
D5,UNKNOWN,,,EColi,105,11/29/18,Site 13,445,10
D6,UNKNOWN,32.384,,EColi,113,11/29/18,Site 9,385,1
D7,UNKNOWN,32.279,,EColi,113,11/29/18,Site 9,385,1
D8,UNKNOWN,34.501,,EColi,113,11/29/18,Site 9,385,10
D9,UNKNOWN,36.565,,EColi,121,11/29/18,Site 3,405,1
D10,UNKNOWN,36.538,,EColi,121,11/29/18,Site 3,405,1
D11,UNKNOWN,37.436,,EColi,121,11/29/18,Site 3,405,10
E3,UNKNOWN,34.979,,EColi,106,11/29/18,Site 13,385,1
E4,UNKNOWN,34.532,,EColi,106,11/29/18,Site 13,385,1
E5,UNKNOWN,35.511,,EColi,106,11/29/18,Site 13,385,10
E6,UNKNOWN,36.354,,EColi,114,11/29/18,Site 7,535,1
E7,UNKNOWN,35.594,,EColi,114,11/29/18,Site 7,535,1
E8,UNKNOWN,,,EColi,114,11/29/18,Site 7,535,10
E9,UNKNOWN,36.374,,EColi,122,11/29/18,Site 3,370,1
E10,UNKNOWN,35.955,,EColi,122,11/29/18,Site 3,370,1
E11,UNKNOWN,38.195,,EColi,122,11/29/18,Site 3,370,10
F3,UNKNOWN,32.969,,EColi,107,11/29/18,Site 13,380,1
F4,UNKNOWN,33.201,,EColi,107,11/29/18,Site 13,380,1
F5,UNKNOWN,35.141,,EColi,107,11/29/18,Site 13,380,10
F6,UNKNOWN,35.381,,EColi,115,11/29/18,Site 7,465,1
F7,UNKNOWN,34.304,,EColi,115,11/29/18,Site 7,465,1
F8,UNKNOWN,36.972,,EColi,115,11/29/18,Site 7,465,10
F9,UNKNOWN,34.276,,EColi,123,11/29/18,Site 1,395,1
F10,UNKNOWN,34.187,,EColi,123,11/29/18,Site 1,395,1
F11,UNKNOWN,36.242,,EColi,123,11/29/18,Site 1,395,10
G3,UNKNOWN,38.275,,EColi,108,11/29/18,Site 11,405,1
G4,UNKNOWN,35.982,,EColi,108,11/29/18,Site 11,405,1
G5,UNKNOWN,,,EColi,108,11/29/18,Site 11,405,10
G6,UNKNOWN,32.539,,EColi,116,11/29/18,Site 7,430,1
G7,UNKNOWN,32.67,,EColi,116,11/29/18,Site 7,430,1
G8,UNKNOWN,36.674,,EColi,116,11/29/18,Site 7,430,10
G9,UNKNOWN,36.572,,EColi,124,11/29/18,Site 1,390,1
G10,UNKNOWN,36.56,,EColi,124,11/29/18,Site 1,390,1
G11,UNKNOWN,,,EColi,124,11/29/18,Site 1,390,10
H3,UNKNOWN,33.998,,EColi,109,11/29/18,Site 11,415,1
H4,UNKNOWN,33.178,,EColi,109,11/29/18,Site 11,415,1
H5,UNKNOWN,37.605,,EColi,109,11/29/18,Site 11,415,10
H6,UNKNOWN,36.212,,EColi,117,11/29/18,Site 5,450,1
H7,UNKNOWN,35.984,,EColi,117,11/29/18,Site 5,450,1
H8,UNKNOWN,,,EColi,117,11/29/18,Site 5,450,10
H9,UNKNOWN,33.699,,EColi,125,11/29/18,Site 1,380,1
H10,UNKNOWN,33.264,,EColi,125,11/29/18,Site 1,380,1
H11,UNKNOWN,35.907,,EColi,125,11/29/18,Site 1,380,10
