"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml"
"A3","UNKNOWN",27.797,,"GenBac",10,"8/3/18",1,575,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,4.00952788049688,10221.8117968027,3,3407.27059893424,110,374799.765882767,651.825679796116
"A4","UNKNOWN",28.706,,"GenBac",10,"8/3/18",1,575,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,3.73939040038523,5487.70049182722,3,1829.23349727574,110,201215.684700332,349.940321217968
"A5","UNKNOWN",30.76,,"GenBac",10,"8/3/18",1,575,10,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,3.12898073685462,1345.80065970157,3,4486.00219900523,110,493460.241890576,858.191725027088
"A6","UNKNOWN",26.826,,"GenBac",18,"8/3/18",9,335,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,4.29809057927401,19865.0919339585,3,6621.69731131951,110,728386.704245146,2174.2886693885
"A7","UNKNOWN",26.847,,"GenBac",18,"8/3/18",9,335,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,4.29184977940345,19581.6723471249,3,6527.22411570831,110,717994.652727914,2143.26762008333
"A8","UNKNOWN",29.984,,"GenBac",18,"8/3/18",9,335,10,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,3.35959315111935,2288.72256332429,3,7629.07521108095,110,839198.273218905,2505.06947229524
"A9","UNKNOWN",26.027,,"GenBac",26,"8/9/18",7,415,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,4.53553815530175,34319.2789959091,3,11439.759665303,110,1258373.56318333,3032.22545345381
"A10","UNKNOWN",26.027,,"GenBac",26,"8/9/18",7,415,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,4.53553815530175,34319.2789959091,3,11439.759665303,110,1258373.56318333,3032.22545345381
"A11","UNKNOWN",29.216,,"GenBac",26,"8/9/18",7,415,10,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,3.58782811781434,3871.04408988252,3,12903.4802996084,110,1419382.83295692,3420.19959748656
"B3","UNKNOWN",23.462,,"GenBac",11,"8/3/18",2,485,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,5.29780728234947,198521.378565745,3,66173.7928552484,110,7279117.21407733,15008.4891011904
"B4","UNKNOWN",23.511,,"GenBac",11,"8/3/18",2,485,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,5.28324541598482,191975.326986885,3,63991.7756622949,110,7039095.32285244,14513.5986038195
"B5","UNKNOWN",26.754,,"GenBac",11,"8/3/18",2,485,10,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,4.31948760740167,20868.3257527178,3,69561.0858423926,110,7651719.44266319,15776.7411188932
"B6","UNKNOWN",28.495,,"GenBac",19,"8/3/18",10,465,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,3.80209558003711,6340.09229395843,3,2113.36409798614,110,232470.050778476,499.935593071991
"B7","UNKNOWN",28.411,,"GenBac",19,"8/3/18",10,465,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,3.82705877951938,6715.19733510013,3,2238.39911170004,110,246223.902287005,529.51376835915
"B8","UNKNOWN",31.939,,"GenBac",19,"8/3/18",10,465,10,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,2.77860440126426,600.626377807809,3,2002.08792602603,110,220229.671862863,473.612197554545
"B9","UNKNOWN",30.301,,"GenBac",27,"8/9/18",8,565,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,3.26538679116842,1842.41215932298,3,614.137386440993,110,67555.1125085092,119.566570811521
"B10","UNKNOWN",30.286,,"GenBac",27,"8/9/18",8,565,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,3.26984450536168,1861.42055500028,3,620.473518333428,110,68252.0870166771,120.800154011818
"B11","UNKNOWN",33.688,,"GenBac",27,"8/9/18",8,565,10,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,2.25883492632996,181.482572334972,3,604.941907783241,110,66543.6098561565,117.776300630365
"C3","UNKNOWN",27.939,,"GenBac",12,"8/3/18",3,465,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,3.96732818613401,9275.30471594631,3,3091.76823864877,110,340094.506251365,731.386034949172
"C4","UNKNOWN",27.95,,"GenBac",12,"8/3/18",3,465,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,3.96405919572562,9205.75040521684,3,3068.58346840561,110,337544.181524617,725.901465644339
"C5","UNKNOWN",30.719,,"GenBac",12,"8/3/18",3,465,10,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,3.14116515564953,1384.09262848059,3,4613.64209493529,110,507500.630442881,1091.39920525351
"C6","UNKNOWN",28.168,,"GenBac",20,"8/9/18",1,545,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,3.89927374945022,7930.01026426694,3,2643.33675475565,110,290767.043023121,533.517510134167
"C7","UNKNOWN",27.896,,"GenBac",20,"8/9/18",1,545,1,1,-3.36495328091572,41.288873996401,0.993483789517282,98.2352789288662,3.98010696682136,9552.27829863416,3,3184.09276621139,110,350250.204283252,642.660925290372
