"Pos","Name","CT","Amount..Copies.","Target","SampleIDNum","Date","Location","Volume","DilutionFactor","plate_num","standard_slope","standard_intercept","R2","efficiency","log.copies.well","copies.well","vol.well","copies.ul","vol.elution","copies.extraction","copies.ml","averaged"
"F9","UNKNOWN",28.303,,"genbac",195,"2/18/19","S8-B",335,1,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,3.10209839217324,1265.02291398399,3,421.67430466133,110,46384.1735127463,138.460219441034,16.2597542904265
"F10","UNKNOWN",28.702,,"genbac",195,"2/18/19","S8-B",335,1,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,2.98429723733533,964.488907740732,3,321.496302580244,110,35364.5932838268,105.565950100976,50.3452672136343
"F11","UNKNOWN",31.73,,"genbac",195,"2/18/19","S8-B",335,10,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,2.09030752092129,123.114022412541,3,410.380074708471,110,45141.8082179318,134.751666322184,496.241450768997
"G3","UNKNOWN",32.253,,"genbac",180,"2/18/19","S3-B",335,1,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,1.93589648337686,86.2772876308548,3,28.7590958769516,110,3163.50054646468,9.44328521332739,11.1240299133857
"G4","UNKNOWN",31.974,,"genbac",180,"2/18/19","S3-B",335,1,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,2.01826871946653,104.2962562284,3,34.7654187427999,110,3824.19606170799,11.4155106319642,61.0690828274738
"G5","UNKNOWN",35.226,,"genbac",180,"2/18/19","S3-B",335,10,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,1.0581450213891,11.4326003312181,3,38.1086677707269,110,4191.95345477996,12.5132938948656,463.882759647553
"G6","UNKNOWN",27.097,,"genbac",188,"2/18/19","S5-S",370,1,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,3.4581590255931,2871.83196811704,3,957.277322705681,110,105300.505497625,284.595960804392,107.488663012895
"G7","UNKNOWN",27.163,,"genbac",188,"2/18/19","S5-S",370,1,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,3.43867312028156,2745.82667825691,3,915.275559418969,110,100680.311536087,272.108950097531,153.177441849007
"G8","UNKNOWN",30.374,,"genbac",188,"2/18/19","S5-S",370,10,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,2.49065430277645,309.495474291931,3,1031.6515809731,110,113481.673907041,306.707226775787,341.423114021239
"G9","UNKNOWN",28.662,,"genbac",196,"2/18/19","S8-M",320,1,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,2.99610687691808,991.075811900888,3,330.358603966963,110,36339.4464363659,113.560770113643,113.810696043747
"G10","UNKNOWN",28.661,,"genbac",196,"2/18/19","S8-M",320,1,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,2.99640211790764,991.749791648709,3,330.583263882903,110,36364.1590271193,113.637996959748,119.509756347333
"G11","UNKNOWN",31.985,,"genbac",196,"2/18/19","S8-M",320,10,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,2.01502106858127,103.519238492246,3,345.064128307486,110,37957.0541138235,118.615794105698,287.80404589257
"H3","UNKNOWN",29.533,,"genbac",181,"2/18/19","S3-M",335,1,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,2.73895197500373,548.216338906753,3,182.738779635584,110,20101.2657599143,60.0037783878038,182.927426525184
"H4","UNKNOWN",29.538,,"genbac",181,"2/18/19","S3-M",335,1,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,2.73747577005589,546.356067002577,3,182.118689000859,110,20033.0557900945,59.8001665375955,165.971101039359
"H5","UNKNOWN",32.839,,"genbac",181,"2/18/19","S3-M",335,10,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,1.7628852634896,57.9275637043702,3,193.091879014567,110,21240.1066916024,63.4033035570221,236.811499591836
"H6","UNKNOWN",27.836,,"genbac",189,"2/18/19","S6-B",380,1,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,3.23997593430183,1737.70453410769,3,579.234844702564,110,63715.832917282,167.673244519163,37.8396627461431
"H7","UNKNOWN",27.8,,"genbac",189,"2/18/19","S6-B",380,1,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,3.2506046099263,1780.75679388684,3,593.585597962279,110,65294.4157758507,171.827409936449,150.866685652016
"H8","UNKNOWN",30.897,,"genbac",189,"2/18/19","S6-B",380,10,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,2.33624326523202,216.891866033391,3,722.97288677797,110,79527.0175455767,209.281625119939,201.706779420139
"H9","UNKNOWN",28.915,,"genbac",197,"2/18/19","S8-S",310,1,1,-3.38706356952951,38.810004453226,0.997949544572189,97.3517535219317,2.92141090655719,834.470343103754,3,278.156781034585,110,30597.2459138043,98.7007932703365,126.259278621398
