Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
F8,UNKNOWN,33.06,,EColi,187,2/18/19,,420,10
F9,UNKNOWN,32.753,,EColi,195,2/18/19,,335,1
F10,UNKNOWN,32.974,,EColi,195,2/18/19,,335,1
F11,UNKNOWN,35.673,,EColi,195,2/18/19,,335,10
G3,UNKNOWN,35.962,,EColi,180,2/18/19,,335,1
G4,UNKNOWN,35.247,,EColi,180,2/18/19,,335,1
G5,UNKNOWN,41.875,,EColi,180,2/18/19,,335,10
G6,UNKNOWN,30.102,,EColi,188,2/18/19,,370,1
G7,UNKNOWN,29.978,,EColi,188,2/18/19,,370,1
G8,UNKNOWN,33.523,,EColi,188,2/18/19,,370,10
G9,UNKNOWN,32.535,,EColi,196,2/18/19,,320,1
G10,UNKNOWN,32.743,,EColi,196,2/18/19,,320,1
G11,UNKNOWN,36.215,,EColi,196,2/18/19,,320,10
H3,UNKNOWN,33.946,,EColi,181,2/18/19,,335,1
H4,UNKNOWN,33.984,,EColi,181,2/18/19,,335,1
H5,UNKNOWN,38.187,,EColi,181,2/18/19,,335,10
H6,UNKNOWN,30.592,,EColi,189,2/18/19,,380,1
H7,UNKNOWN,30.584,,EColi,189,2/18/19,,380,1
H8,UNKNOWN,33.849,,EColi,189,2/18/19,,380,10
H9,UNKNOWN,32.557,,EColi,197,2/18/19,,310,1
H10,UNKNOWN,32.906,,EColi,197,2/18/19,,310,1
H11,UNKNOWN,36.825,,EColi,197,2/18/19,,310,10
