Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
A1,STANDARD,21.919,50000.00,entero,St1,,,,1
A2,STANDARD,21.778,50000.00,entero,St1,,,,1
B1,STANDARD,24.261,10000.00,entero,St2,,,,1
B2,STANDARD,24.19,10000.00,entero,St2,,,,1
C1,STANDARD,25.102,5000.00,entero,St3,,,,1
C2,STANDARD,25.517,5000.00,entero,St3,,,,1
D1,STANDARD,27.599,1000.00,entero,St4,,,,1
D2,STANDARD,27.386,1000.00,entero,St4,,,,1
E1,STANDARD,28.467,500.00,entero,St5,,,,1
E2,STANDARD,28.579,500.00,entero,St5,,,,1
F1,STANDARD,31.15,100.00,entero,St6,,,,1
F2,STANDARD,30.951,100.00,entero,St6,,,,1
G1,STANDARD,32.122,50.00,entero,St7,,,,1
G2,STANDARD,32.118,50.00,entero,St7,,,,1
H1,STANDARD,34.462,10.00,entero,St8,,,,1
H2,STANDARD,34.334,10.00,entero,St8,,,,1
A3,UNKNOWN,33.906,,entero,174,2/18/19,S1-B,415,1
A4,UNKNOWN,32.607,,entero,174,2/18/19,S1-B,415,1
A5,UNKNOWN,35.925,,entero,174,2/18/19,S1-B,415,10
A6,UNKNOWN,31.654,,entero,182,2/18/19,S3-S,405,1
A7,UNKNOWN,31.849,,entero,182,2/18/19,S3-S,405,1
A8,UNKNOWN,35.623,,entero,182,2/18/19,S3-S,405,10
A9,UNKNOWN,32.676,,entero,190,2/18/19,S6-M,375,1
A10,UNKNOWN,33.209,,entero,190,2/18/19,S6-M,375,1
A11,UNKNOWN,38.969,,entero,190,2/18/19,S6-M,375,10
B3,UNKNOWN,36.012,,entero,175,2/18/19,S1-M,375,1
B4,UNKNOWN,37.671,,entero,175,2/18/19,S1-M,375,1
B5,UNKNOWN,44.256,,entero,175,2/18/19,S1-M,375,10
B6,UNKNOWN,33.15,,entero,183,2/18/19,S4-B,390,1
B7,UNKNOWN,33.454,,entero,183,2/18/19,S4-B,390,1
B8,UNKNOWN,35.456,,entero,183,2/18/19,S4-B,390,10
B9,UNKNOWN,32.451,,entero,191,2/18/19,S6-S,320,1
B10,UNKNOWN,32.378,,entero,191,2/18/19,S6-S,320,1
B11,UNKNOWN,35.184,,entero,191,2/18/19,S6-S,320,10
C3,UNKNOWN,34.333,,entero,176,2/18/19,S1-S,365,1
C4,UNKNOWN,33.744,,entero,176,2/18/19,S1-S,365,1
C5,UNKNOWN,37.636,,entero,176,3/22/19,S1-S,365,10
C6,UNKNOWN,32.716,,entero,184,2/18/19,S4-M,380,1
C7,UNKNOWN,32.666,,entero,184,2/18/19,S4-M,380,1
